Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
28/10/2025,13/11/2025,Երևան,Կենտրոն,280000,732,55,0,5090.0,2,"=""5/7""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w9na
28/10/2025,13/11/2025,Երևան,Մալաթիա Սեբաստիա,230000,601,55,0,4181.0,2,"=""2/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-leningradyanum--w929
18/11/2024,14/11/2025,Երևան,Արաբկիր,300000,785,114,0,2631.0,3,"=""3/3""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-arabkirum--qhqa
23/05/2025,13/11/2025,Երևան,Աջափնյակ,250000,654,76,0,3289.0,3,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-shinararnerum--qndm
23/05/2025,13/11/2025,Երևան,Աջափնյակ,250000,654,73,0,3424.0,3,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-shinararnerum--qnd0
02/06/2025,13/11/2025,Երևան,Կենտրոն,240000,628,65,0,3692.0,2,"=""4/4""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-erebunium--qn2u
06/08/2025,13/11/2025,Երևան,Արաբկիր,200000,523,53,0,3773.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--w4pg
08/11/2025,12/11/2025,Երևան,Արաբկիր,248378,650,60,0,4139.0,2,"=""8/13""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-komitasum--w1qv
04/09/2025,13/11/2025,Երևան,Արաբկիր,280000,732,81,0,3456.0,3,"=""7/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-komitasum--ww5v
02/06/2025,12/11/2025,Երևան,Կենտրոն,350000,915,100,0,3500.0,3,"=""3/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-glendel-hilsum--q74e
26/05/2025,13/11/2025,Երևան,Կենտրոն,300000,785,113,0,2654.0,2,"=""14/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qncm
22/05/2025,13/11/2025,Երևան,Շենգավիթ,200000,523,43,0,4651.0,2,"=""12/13""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-3-rd-masum--qnec
13/11/2025,,Երևան,Մալաթիա Սեբաստիա,150000,392,44,0,3409.0,1,"=""2/4""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-malatia-sebastiayum--w1ol
12/11/2025,,Երևան,Շենգավիթ,210000,549,67,0,3134.0,2,"=""3/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-3-rd-masum--w1ox
18/08/2025,13/11/2025,Երևան,Մալաթիա Սեբաստիա,250000,654,80,0,3125.0,3,"=""6/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-bangladeshum--wqur
18/02/2025,13/11/2025,Երևան,Նոր Նորք,260000,680,60,0,4333.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-nor-norqum--q3ve
12/11/2025,,Երևան,Քանաքեռ Զեյթուն,250000,654,78,0,3205.0,2,"=""1/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-zeytunum--w1hn
13/11/2025,,Երևան,Քանաքեռ Զեյթուն,280000,732,95,0,2947.0,3,"=""5/11""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-qanaqer-zeytunum--w1mr
13/11/2025,,Երևան,Նոր Նորք,170000,444,76,0,2236.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-7-rd-masivum--w1m5
19/10/2025,12/11/2025,Երևան,Արաբկիր,330000,863,45,0,7333.0,2,"=""7/12""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-arabkirum--weto
08/02/2025,11/11/2025,Երևան,Կենտրոն,320000,837,94,0,3404.0,2,"=""1/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--q36j
05/09/2025,11/11/2025,Երևան,Արաբկիր,350000,915,125,0,2800.0,4,"=""3/4""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-arabkirum--wwrr
06/09/2024,13/11/2025,Երևան,Մալաթիա Սեբաստիա,220000,575,70,0,3142.0,3,"=""5/6""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-malatiayum--q1ws
16/12/2024,13/11/2025,Երևան,Մալաթիա Սեբաստիա,200000,523,80,0,2500.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-malatia-sebastiayum--qmg8
16/06/2025,12/11/2025,Երևան,Կենտրոն,573180,1500,119,0,4816.0,3,"=""8/10""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-kentronum--q2wh
12/11/2025,,Երևան,Աջափնյակ,250000,654,126,0,1984.0,4,"=""11/14""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-halabyanum--w1hm
25/05/2025,13/11/2025,Երևան,Արաբկիր,220000,575,73,0,3013.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-komitasum--qn8m
13/09/2025,13/11/2025,Երևան,Նոր Նորք,170000,444,56,0,3035.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-nor-norqum--wg96
20/03/2025,13/11/2025,Երևան,Արաբկիր,260000,680,70,0,3714.0,2,"=""8/16""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-arabkirum--qr0m
07/02/2024,13/11/2025,Երևան,Մալաթիա Սեբաստիա,270000,706,78,0,3461.0,3,"=""1/6""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-leningradyanum--vyz
27/05/2025,13/11/2025,Երևան,Նոր Նորք,80000,209,35,0,2285.0,2,"=""3/7""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-8-rd-masivum--qnzf
07/04/2025,13/11/2025,Երևան,Դավթաշեն,400000,1046,74,0,5405.0,3,"=""12/18""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-davtashenum--qa62
12/11/2024,13/11/2025,Երևան,Արաբկիր,300000,785,54,0,5555.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-arabkirum--qcx7
02/06/2025,13/11/2025,Երևան,Արաբկիր,230000,601,70,0,3285.0,2,"=""1/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-arabkirum--qnlw
16/07/2025,13/11/2025,Երևան,Արաբկիր,200000,523,75,0,2666.0,3,"=""1/7""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-arabkirum--ql72
10/03/2025,13/11/2025,Երևան,Կենտրոն,350000,915,110,0,3181.0,3,"=""6/10""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--q0ko
15/05/2025,13/11/2025,Երևան,Քանաքեռ Զեյթուն,270000,706,65,0,4153.0,3,"=""5/7""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-zeytunum--qko0
24/05/2025,13/11/2025,Երևան,Դավթաշեն,350000,915,74,0,4729.0,3,"=""8/18""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-davtashenum--qnir
27/05/2025,13/11/2025,Երևան,Քանաքեռ Զեյթուն,265000,693,52,0,5096.0,2,"=""7/7""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-raykomum--qnj9
23/05/2025,14/11/2025,Երևան,Նոր Նորք,220000,575,67,0,3283.0,3,"=""5/12""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-nor-norqum--qn9t
07/11/2025,10/11/2025,Երևան,Կենտրոն,355000,929,60,0,5916.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w14n
07/02/2025,14/11/2025,Երևան,Կենտրոն,350000,915,59,0,5932.0,2,"=""2/18""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--q3w0
18/10/2024,13/11/2025,Երևան,Դավթաշեն,250000,654,90,0,2777.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-davtashenum--q8fd
22/09/2025,11/11/2025,Երևան,Կենտրոն,250000,654,50,0,5000.0,2,"=""9/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--wgva
13/11/2025,,Երևան,Աջափնյակ,240000,628,65,0,3692.0,3,"=""12/13""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-ajapnyakum--w1m4
20/05/2025,13/11/2025,Երևան,Ավան,300000,785,71,0,4225.0,3,"=""5/13""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-tsarav-axbyurum--qk2s
28/06/2025,14/11/2025,Երևան,Մալաթիա Սեբաստիա,60000,157,20,0,3000.0,Սենյակ,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-senyak-malatia-sebastiayum--q22e
06/09/2024,13/11/2025,Երևան,Մալաթիա Սեբաստիա,200000,523,65,0,3076.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-malatiayum--q1gp
09/03/2025,13/11/2025,Երևան,Նոր Նորք,140000,366,60,0,2333.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-4-rd-masivum--q0ao
01/09/2023,12/11/2025,Երևան,Արաբկիր,350000,915,80,0,4375.0,3,"=""8/10""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-arabkirum--b9k
16/05/2025,13/11/2025,Երևան,Շենգավիթ,200000,523,51,0,3921.0,2,"=""2/11""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-3-rd-masum--qk5j
17/10/2025,13/11/2025,Երևան,Կենտրոն,550000,1439,72,0,7638.0,2,"=""7/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-kentronum--wes0
20/05/2025,13/11/2025,Երևան,Աջափնյակ,400000,1046,62,0,6451.0,2,"=""3/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-ajapnyakum--qknr
26/09/2025,13/11/2025,Երևան,Արաբկիր,250000,654,100,0,2500.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-monumentum--w667
26/09/2025,13/11/2025,Երևան,Աջափնյակ,250000,654,107,0,2336.0,4,"=""1/5""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-15-kvartalum--w6e6
21/10/2025,13/11/2025,Երևան,Դավթաշեն,300000,785,74,0,4054.0,2,"=""15/18""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-davtashenum--w9ei
24/05/2025,13/11/2025,Երևան,Կենտրոն,220000,575,48,0,4583.0,2,"=""8/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qnii
08/11/2025,11/11/2025,Երևան,Շենգավիթ,170000,444,80,0,2125.0,3,"=""1/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-3-rd-masum--w1qe
18/07/2025,13/11/2025,Երևան,Մալաթիա Սեբաստիա,200000,523,75,0,2666.0,3,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-malatia-sebastiayum--qtwk
22/10/2025,11/11/2025,Երևան,Կենտրոն,270000,706,50,0,5400.0,1,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-kentronum--w9cx
21/12/2024,14/11/2025,Երևան,Դավթաշեն,250000,654,78,0,3205.0,3,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-davtashenum--qmzh
28/01/2025,14/11/2025,Երևան,Աջափնյակ,260000,680,48,0,5416.0,2,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-15-kvartalum--qbgv
08/08/2025,12/11/2025,Երևան,Կենտրոն,300000,785,105,0,2857.0,3,"=""11/16""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w4nj
23/09/2025,11/11/2025,Երևան,Քանաքեռ Զեյթուն,230000,601,52,0,4423.0,2,"=""5/15""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-zeytunum--wg2q
09/05/2025,13/11/2025,Երևան,Արաբկիր,300000,785,45,0,6666.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-komitasum--qkw0
15/11/2025,16/11/2025,Երևան,Շենգավիթ,180000,471,50,0,3600.0,1,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-3-rd-masum--w1pb
12/11/2025,,Երևան,Արաբկիր,220000,575,38,0,5789.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-komitasum--w1o9
12/11/2025,,Երևան,Արաբկիր,250000,654,72,0,3472.0,3,"=""8/12""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-arabkirum--w1oq
04/11/2025,12/11/2025,Երևան,Արաբկիր,420000,1099,76,0,5526.0,3,"=""2/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-arabkirum--wdud
16/07/2025,13/11/2025,Երևան,Քանաքեռ Զեյթուն,270000,706,80,0,3375.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-arabkirum--ql7t
28/08/2024,13/11/2025,Երևան,Աջափնյակ,250000,654,52,0,4807.0,1,"=""7/12""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-ajapnyakum--qdft
21/08/2024,13/11/2025,Երևան,Աջափնյակ,260000,680,80,0,3250.0,2,"=""7/8""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-ajapnyakum--q9kg
18/02/2025,11/11/2025,Երևան,Կենտրոն,496756,1300,105,0,4731.0,3,"=""2/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-kentronum--q3vz
05/06/2025,13/11/2025,Երևան,Նոր Նորք,190000,497,52,0,3653.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-2-rd-masivum--q714
05/09/2025,12/11/2025,Երևան,Քանաքեռ Զեյթուն,260000,680,60,0,4333.0,2,"=""12/14""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-zeytunum--wwpb
20/09/2025,13/11/2025,Երևան,Դավթաշեն,210000,549,90,0,2333.0,3,"=""14/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-davtashenum--wgrx
14/08/2025,13/11/2025,Երևան,Դավթաշեն,220000,575,43,0,5116.0,2,"=""3/4""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-davtashenum--wqcw
29/08/2025,13/11/2025,Երևան,Մալաթիա Սեբաստիա,220000,575,53,0,4150.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-bangladeshum--wwfw
23/10/2025,12/11/2025,Երևան,Մալաթիա Սեբաստիա,190000,497,77,0,2467.0,2,"=""1/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-bangladeshum--w9hv
24/10/2025,12/11/2025,Երևան,Քանաքեռ Զեյթուն,230000,601,67,0,3432.0,3,"=""7/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-zeytunum--w9mn
03/11/2025,13/11/2025,Երևան,Կենտրոն,520000,1360,92,0,5652.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--wdm4
23/10/2025,12/11/2025,Երևան,Քանաքեռ Զեյթուն,185000,484,47,0,3936.0,2,"=""9/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-zeytunum--w9hc
08/11/2025,11/11/2025,Երևան,Քանաքեռ Զեյթուն,180000,471,70,0,2571.0,3,"=""2/2""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-zeytunum--w1gh
15/01/2023,12/11/2025,Երևան,Կենտրոն,286590,750,82,0,3495.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--8dc
06/02/2025,13/11/2025,Երևան,Կենտրոն,573180,1500,96,0,5970.0,3,"=""2/6""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--qblk
17/07/2024,12/11/2025,Երևան,Արաբկիր,200000,523,50,0,4000.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-komitasum--q6zq
29/10/2025,12/11/2025,Երևան,Արաբկիր,480000,1256,85,0,5647.0,3,"=""7/12""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-arabkirum--wd4u
26/05/2025,14/11/2025,Երևան,Աջափնյակ,180000,471,80,0,2250.0,1,"=""5/12""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-norakaruyc-bnakaran-ajapnyakum--qnye
15/11/2025,,Երևան,Մալաթիա Սեբաստիա,150000,392,55,0,2727.0,1,"=""1/9""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-bangladeshum--w1pr
06/09/2025,13/11/2025,Երևան,Նոր Նորք,230000,601,52,0,4423.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-nor-norqum--wwa2
13/09/2025,14/11/2025,Երևան,Կենտրոն,350000,915,125,0,2800.0,4,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-kentronum--ww25
12/08/2025,12/11/2025,Երևան,Նոր Նորք,200000,523,80,0,2500.0,3,"=""6/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-7-rd-masivum--wq18
23/10/2025,12/11/2025,Երևան,Կենտրոն,220000,575,69,0,3188.0,2,"=""7/10""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w9h5
15/05/2025,13/11/2025,Երևան,Մալաթիա Սեբաստիա,230000,601,68,0,3382.0,3,"=""8/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-bangladeshum--qkzo
26/09/2025,13/11/2025,Երևան,Աջափնյակ,200000,523,72,0,2777.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-15-kvartalum--w6wl
20/07/2024,12/11/2025,Երևան,Արաբկիր,260000,680,50,0,5200.0,3,"=""6/8""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-arabkirum--q60o
07/11/2025,12/11/2025,Երևան,Նոր Նորք,140000,366,47,0,2978.0,1,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-7-rd-masivum--wdt7
09/09/2025,12/11/2025,Երևան,Նոր Նորք,180000,471,78,0,2307.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-4-rd-masivum--ww28
24/01/2025,13/11/2025,Երևան,Կենտրոն,250000,654,90,0,2777.0,3,"=""13/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--qus0
20/10/2025,11/11/2025,Երևան,Կենտրոն,400000,1046,90,0,4444.0,3,"=""6/7""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w9g4
26/01/2024,12/11/2025,Երևան,Արաբկիր,290000,758,100,0,2900.0,3,"=""8/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-arabkirum--sbl
12/11/2025,,Երևան,Քանաքեռ Զեյթուն,180000,471,38,0,4736.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-zeytunum--w1hz
04/11/2025,12/11/2025,Երևան,Շենգավիթ,690000,1805,113,0,6106.0,4,"=""9/14""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-norakaruyc-bnakaran-hayreniqum--wdjt
20/11/2024,11/11/2025,Երևան,Քանաքեռ Զեյթուն,400000,1046,63,0,6349.0,2,"=""3/16""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-zeytunum--qhie
10/01/2025,11/11/2025,Երևան,Կենտրոն,573180,1500,104,0,5511.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-kentronum--qjmd
23/08/2025,12/11/2025,Երևան,Քանաքեռ Զեյթուն,230000,601,70,0,3285.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-zeytunum--ww4c
11/11/2025,,Երևան,Արաբկիր,170000,444,100,0,1700.0,4,"=""2/2""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-arabkirum--w1yp
23/10/2025,12/11/2025,Երևան,Կենտրոն,343908,900,103,0,3338.0,3,"=""4/8""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w9md
23/10/2025,12/11/2025,Երևան,Կենտրոն,305696,800,70,0,4367.0,2,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w9hm
28/08/2024,13/11/2025,Երևան,Աջափնյակ,310000,811,70,0,4428.0,3,"=""4/4""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-halabyanum--qdf0
12/08/2024,13/11/2025,Երևան,Աջափնյակ,250000,654,47,0,5319.0,2,"=""1/12""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-ajapnyakum--q99s
15/11/2025,,Երևան,Կենտրոն,1200,3,100,0,12.0,3,"=""4/6""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--w1rq
04/09/2025,13/11/2025,Երևան,Աջափնյակ,200000,523,46,0,4347.0,2,"=""8/12""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-ajapnyakum--ww5t
12/11/2025,,Երևան,Աջափնյակ,250000,654,62,0,4032.0,3,"=""12/13""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-ajapnyakum--w1hv
20/02/2025,12/11/2025,Երևան,Արաբկիր,250000,654,52,0,4807.0,2,"=""5/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-monumentum--q56l
26/04/2025,12/11/2025,Երևան,Կենտրոն,1000000,2616,125,0,8000.0,5,"=""13/17""",Բնակարան,https://www.senyak.am/vardzov-5-senyakanoc-norakaruyc-bnakaran-kentronum--qslh
19/04/2025,12/11/2025,Երևան,Արաբկիր,270000,706,81,0,3333.0,3,"=""7/14""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-komitasum--qsx3
02/12/2022,14/11/2025,Երևան,Կենտրոն,630498,1650,107,0,5892.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--xpe
01/11/2025,12/11/2025,Երևան,Նոր Նորք,300000,785,84,0,3571.0,3,"=""2/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-nor-norqum--wdxw
11/11/2025,,Երևան,Դավթաշեն,240000,628,46,0,5217.0,2,"=""2/6""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-davtashenum--w1y4
29/01/2025,13/11/2025,Երևան,Կենտրոն,320000,837,101,0,3168.0,3,"=""15/17""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-kentronum--qbeb
18/12/2024,12/11/2025,Երևան,Մալաթիա Սեբաստիա,170000,444,63,0,2698.0,2,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-malatiayum--qmib
01/06/2025,13/11/2025,Երևան,Կենտրոն,350000,915,53,0,6603.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--qn7w
27/09/2025,12/11/2025,Երևան,Արաբկիր,180000,471,50,0,3600.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-arabkirum--w6du
18/04/2025,12/11/2025,Երևան,Դավթաշեն,324802,850,75,0,4330.0,2,"=""15/18""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-norakaruyc-bnakaran-davtashenum--qs93
20/10/2025,12/11/2025,Երևան,Քանաքեռ Զեյթուն,200000,523,60,0,3333.0,2,"=""3/6""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-zeytunum--w9g5
16/09/2025,12/11/2025,Երևան,Կենտրոն,600000,1570,131,0,4580.0,4,"=""9/13""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-norakaruyc-bnakaran-kentronum--wgc4
11/11/2025,,Երևան,Նոր Նորք,220000,575,61,0,3606.0,2,"=""2/12""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-1-in-masivum--w1fr
04/11/2025,12/11/2025,Երևան,Կենտրոն,260000,680,50,0,5200.0,2,"=""2/9""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--wdum
15/11/2025,,Երևան,Շենգավիթ,140000,366,45,0,3111.0,1,"=""3/9""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-shengavitum--w1ps
06/09/2024,13/11/2025,Երևան,Մալաթիա Սեբաստիա,220000,575,70,0,3142.0,3,"=""6/6""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-norakaruyc-bnakaran-bangladeshum--q1wo
23/10/2025,12/11/2025,Երևան,Կենտրոն,230000,601,55,0,4181.0,2,"=""3/3""",Բնակարան,https://www.senyak.am/vardzov-2-senyakanoc-bnakaran-kentronum--w9hi
25/05/2025,12/11/2025,Երևան,Քանաքեռ Զեյթուն,210000,549,70,0,3000.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-zeytunum--qn8j
05/02/2025,13/11/2025,Երևան,Աջափնյակ,190000,497,87,0,2183.0,3,"=""8/9""",Բնակարան,https://www.senyak.am/vardzov-3-senyakanoc-bnakaran-ajapnyakum--qbkz
09/10/2025,11/11/2025,Երևան,Քանաքեռ Զեյթուն,230000,601,90,0,2555.0,4,"=""6/9""",Բնակարան,https://www.senyak.am/vardzov-4-senyakanoc-bnakaran-zeytunum--wedq
