Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Հղում
08/09/2025,,Երևան,Կենտրոն,32000000,83743,5000,0,6400.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-kentronum--wwkh
23/08/2025,,Երևան,Կենտրոն,4900,12,163,0,30.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-hyusisayin-poxotayum--ww4z
18/04/2023,13/09/2025,Երևան,Կենտրոն,100000,261,10,0,10000.0,https://www.senyak.am/vardzov-pahest-kentronum--h4s
22/05/2025,22/08/2025,Երևան,Արաբկիր,650000,1701,120,0,5416.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qnwc
12/11/2024,19/09/2025,Երևան,Դավթաշեն,650000,1701,270,0,2407.0,https://www.senyak.am/vardzov-spasarkman-taratsq-davtashenum--qcx0
27/03/2025,30/07/2025,Երևան,Կենտրոն,200000,523,50,0,4000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qp8x
13/09/2022,30/07/2025,Երևան,Կենտրոն,440000,1151,40,0,11000.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-kentronum--d9q
23/08/2025,08/09/2025,Երևան,Արաբկիր,955300,2500,278,0,3436.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--wqti
22/05/2025,22/08/2025,Երևան,Քանաքեռ Զեյթուն,250000,654,40,0,6250.0,https://www.senyak.am/vardzov-ofisayin-taratsq-monumentum--qnwk
01/08/2025,21/08/2025,Երևան,Կենտրոն,1500000,3925,137,0,10948.0,https://www.senyak.am/vardzov-norakaruyc-arevtri-taratsq-kentronum--w4iv
22/05/2025,12/08/2025,Երևան,Արաբկիր,280000,732,50,0,5600.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qnwo
20/05/2025,14/08/2025,Երևան,Կենտրոն,750000,1962,180,0,4166.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qk74
22/05/2025,14/08/2025,Երևան,Արաբկիր,350000,915,71,0,4929.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qnwu
08/09/2025,,Երևան,Կենտրոն,650000,1701,85,0,7647.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wwko
22/08/2025,,Երևան,Կենտրոն,950000,2486,100,0,9500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wq2l
20/05/2025,22/08/2025,Երևան,Կենտրոն,600000,1570,60,0,10000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qknl
20/05/2025,14/08/2025,Երևան,Կենտրոն,400000,1046,51,0,7843.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qk7w
23/08/2025,,Երևան,Կենտրոն,1528480,4000,260,0,5878.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wqtj
13/09/2022,30/07/2025,Երևան,Կենտրոն,220000,575,20,0,11000.0,https://www.senyak.am/vardzov-1-senyakanoc-norakaruyc-bnakaran-kentronum--det
08/10/2024,26/07/2025,Երևան,Կենտրոն,235000,614,16,0,14687.0,https://www.senyak.am/sdayu-v-arendu-ofis--qimf
17/07/2025,04/08/2025,Երևան,Կենտրոն,110000,287,14,0,7857.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qllj
16/04/2025,13/08/2025,Երևան,Աջափնյակ,200000,523,150,0,1333.0,https://www.senyak.am/vardzov-spasarkman-taratsq-halabyanum--qatx
22/05/2025,12/08/2025,Երևան,Արաբկիր,550000,1439,97,0,5670.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qnw5
12/05/2025,27/06/2025,Երևան,Կենտրոն,400000,1046,80,0,5000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qkxr
08/08/2025,,Երևան,Կենտրոն,764240,2000,135,0,5661.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--w42i
26/05/2025,14/08/2025,Երևան,Կենտրոն,300000,785,60,0,5000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qnyr
23/08/2025,,Երևան,Կենտրոն,380000,994,74,0,5135.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wqtx
13/08/2025,,Երևան,Մալաթիա Սեբաստիա,380000,994,90,0,4222.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-malatia-sebastiayum--wq84
19/08/2025,,Երևան,Դավթաշեն,1800000,4710,328,0,5487.0,https://www.senyak.am/vardzov-ofisayin-taratsq-davtashenum--wqpf
02/07/2025,,Երևան,Արաբկիր,1719540000,4500000,850,0,2022988.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--ql6v
25/09/2024,24/06/2025,Երևան,Էրեբունի,620000,1622,340,0,1823.0,https://www.senyak.am/vardzov-pahest-erebunium--qxo9
22/05/2025,12/08/2025,Երևան,Կենտրոն,400000,1046,30,0,13333.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qngq
19/05/2025,09/07/2025,Երևան,Արաբկիր,200000,523,45,0,4444.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qknw
11/08/2025,,Երևան,Կենտրոն,1000000,2616,95,0,10526.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--wq90
29/05/2025,14/08/2025,Երևան,Կենտրոն,200000,523,80,0,2500.0,https://www.senyak.am/vardzov-pahest-kentronum--qn33
29/08/2025,,Երևան,Շենգավիթ,1100000,2878,380,0,2894.0,https://www.senyak.am/vardzov-arevtri-taratsq-hayreniqum--wwiu
27/02/2025,16/08/2025,Երևան,Շենգավիթ,400000,1046,70,0,5714.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-3-rd-masum--q5kh
16/07/2025,,Երևան,Էրեբունի,120000,314,20,0,6000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-erebunium--qlnj
07/07/2025,18/07/2025,Երևան,Կենտրոն,220000,575,50,0,4400.0,https://www.senyak.am/vardzov-arevtri-taratsq-kentronum--qlh8
21/05/2025,12/08/2025,Երևան,Շենգավիթ,400000,1046,350,0,1142.0,https://www.senyak.am/vardzov-ofisayin-taratsq-3-rd-masum--qktj
22/05/2025,12/08/2025,Երևան,Աջափնյակ,350000,915,100,0,3500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-shinararnerum--qnge
20/05/2025,22/08/2025,Երևան,Դավթաշեն,220000,575,50,0,4400.0,https://www.senyak.am/vardzov-ofisayin-taratsq-davtashenum--qk71
13/07/2023,08/11/2025,Երևան,Աջափնյակ,382120,1000,125,0,3056.0,https://www.senyak.am/ofisayin-taratsq-halabyanum-185qm--m2h
13/07/2023,08/11/2025,Երևան,Աջափնյակ,382120,1000,125,0,3056.0,https://www.senyak.am/ofisayin-taratsq-halabyanum-185qm--m2h#youtubeVideo
30/07/2025,,Երևան,Կենտրոն,5349680,14000,600,0,8916.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--w4gz
21/05/2025,14/08/2025,Երևան,Շենգավիթ,360000,942,64,0,5625.0,https://www.senyak.am/vardzov-ofisayin-taratsq-3-rd-masum--qkty
16/05/2025,27/06/2025,Երևան,Կենտրոն,450000,1177,95,0,4736.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qkun
30/09/2024,29/05/2025,Երևան,Կենտրոն,1400000,3663,220,0,6363.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--qxs6
06/08/2025,,Երևան,Կենտրոն,1000000,2616,40,0,25000.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--w4a1
21/05/2025,12/08/2025,Երևան,Շենգավիթ,450000,1177,108,0,4166.0,https://www.senyak.am/vardzov-ofisayin-taratsq-hayreniqum--qkti
21/05/2025,12/08/2025,Երևան,Շենգավիթ,260000,680,54,0,4814.0,https://www.senyak.am/vardzov-ofisayin-taratsq-3-rd-masum--qkth
26/08/2024,29/05/2025,Երևան,Արաբկիր,600000,1570,140,0,4285.0,https://www.senyak.am/vardzov-arevtri-taratsq-komitasum--qd94
17/06/2025,,Երևան,Էրեբունի,250000,654,37,0,6756.0,https://www.senyak.am/vardzov-arevtri-taratsq-areshum--q26s
10/09/2024,29/05/2025,Երևան,Կենտրոն,265000,693,47,0,5638.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--q1fm
08/04/2025,27/05/2025,Երևան,Կենտրոն,450000,1177,60,0,7500.0,https://www.senyak.am/vardzov-norakaruyc-ofisayin-taratsq-kentronum--qaxi
21/05/2025,02/06/2025,Երևան,Էրեբունի,210000,549,35,0,6000.0,https://www.senyak.am/vardzov-arevtri-taratsq-areshum--qklz
26/03/2025,24/05/2025,Երևան,Արաբկիր,450000,1177,90,0,5000.0,https://www.senyak.am/vardzov-ofisayin-taratsq-arabkirum--qpdu
20/03/2024,29/05/2025,Երևան,Կենտրոն,450000,1177,67,0,6716.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--n7q
04/06/2025,18/06/2025,Երևան,Արաբկիր,2216296,5800,700,0,3166.0,https://www.senyak.am/vardzov-komercion-taratsq-arabkirum--q7ew
03/09/2024,29/05/2025,Երևան,Կենտրոն,400000,1046,60,0,6666.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qdvl
21/05/2025,02/06/2025,Երևան,Կենտրոն,250000,654,70,0,3571.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qkly
24/05/2025,,Երևան,Կենտրոն,210000,549,40,0,5250.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qnip
24/11/2024,06/07/2025,Երևան,Կենտրոն,3248020,8500,280,0,11600.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--qh26
02/04/2025,24/05/2025,Արմավիր,Այգեկ գյուղ,800000,2093,500,0,1600.0,https://www.senyak.am/artadramas-500qm--qpa5
24/11/2024,06/07/2025,Երևան,Կենտրոն,2900000,7589,350,0,8285.0,https://www.senyak.am/vardzov-spasarkman-taratsq-kentronum--qh2e
12/11/2024,03/07/2025,Երևան,Դավթաշեն,270000,706,60,0,4500.0,https://www.senyak.am/vardzov-ofisayin-taratsq-davtashenum--qcxn
08/09/2025,,Երևան,Աջափնյակ,60000,157,50,0,1200.0,https://www.senyak.am/vardzov-pahest-15-kvartalum--wwke
09/07/2025,,Երևան,Կենտրոն,պայմանական,negotiable,30,0,,https://www.senyak.am/vardzov-arevtri-taratsq-kentronum--qlmi
12/06/2025,,Երևան,Արաբկիր,200000,523,30,0,6666.0,https://www.senyak.am/vardzov-arevtri-taratsq-arabkirum--q70n
13/06/2024,27/05/2025,Երևան,Կենտրոն,650000,1701,95,0,6842.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qqbm
15/12/2022,27/05/2025,Երևան,Էրեբունի,1800000,4710,340,0,5294.0,https://www.senyak.am/vardzov-komercion-taratsq-kayaranum--ixw
26/03/2025,29/05/2025,Երևան,Կենտրոն,1300000,3402,125,0,10400.0,https://www.senyak.am/vardzov-arevtri-taratsq-kentronum--qpga
05/12/2022,27/05/2025,Երևան,Դավթաշեն,450000,1177,1200,0,375.0,https://www.senyak.am/vardzov-komercion-taratsq-davtashenum--xv8
23/06/2025,,Կոտայք,Հրազդան,650000,1701,750,0,866.0,https://www.senyak.am/vardzov-spasarkman-taratsq-hrazdanum--q2j2
07/02/2025,03/06/2025,Երևան,Կենտրոն,200000,523,65,0,3076.0,https://www.senyak.am/vardzov-ofisayin-taratsq-kentronum--qbt2
31/10/2025,11/11/2025,Երևան,Կենտրոն,4585440,12000,209,0,21939.0,https://myrealty.am/hy/vardzov-komercion-taracq/Saryan+St/Center/Yerevan/157535
30/01/2025,06/11/2025,Երևան,Կենտրոն,1452056,3800,300,0,4840.0,https://myrealty.am/hy/vardzov-komercion-taracq/Isakov+Ave/Center/Yerevan/154555
15/02/2025,03/11/2025,Երևան,Աջափնյակ,1306850,3419,331,0,3948.0,https://myrealty.am/hy/vardzov-komercion-taracq/Leningradyan+St/Ajapnyak/Yerevan/154706
15/07/2023,06/11/2025,Երևան,Կենտրոն,764240,2000,78,0,9797.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/137353
26/10/2025,27/10/2025,Երևան,Մալաթիա Սեբաստիա,747809,1957,196,0,3815.0,https://myrealty.am/hy/vardzov-komercion-taracq/Leningradyan+st./Malatia-Sebastia/Yerevan/157082
22/08/2025,06/10/2025,Երևան,Կենտրոն,1337420,3500,235,0,5691.0,https://myrealty.am/hy/vardzov-komercion-taracq/E.+Qochar+St/Center/Yerevan/156377
28/06/2024,06/11/2025,Երևան,Կենտրոն,840664,2200,190,0,4424.0,https://myrealty.am/hy/vardzov-komercion-taracq/Arshakunyats+Ave/Center/Yerevan/151549
22/05/2024,15/11/2025,Երևան,Կենտրոն,1337420,3500,280,0,4776.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Antarayin+St/Center/Yerevan/149825
25/07/2025,06/11/2025,Երևան,Նորք Մարաշ,9553000,25000,1900,0,5027.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Armenak+Armenakyan+St/Nork-Marash/Yerevan/156019
15/10/2025,15/10/2025,Երևան,Կենտրոն,504398,1319,76,0,6636.0,https://myrealty.am/hy/vardzov-komercion-taracq/Pushkin+St/Center/Yerevan/156984
19/12/2024,06/11/2025,Երևան,Կենտրոն,7642400,20000,1740,0,4392.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/154073
01/11/2025,07/11/2025,Երևան,Արաբկիր,420332,1100,90,0,4670.0,https://myrealty.am/hy/vardzov-komercion-taracq/A.+Avetisyan+St/Arabkir/Yerevan/157333
11/12/2024,06/11/2025,Երևան,Կենտրոն,3821200,10000,162,0,23587.0,https://myrealty.am/hy/vardzov-komercion-taracq/Abovyan+St/Center/Yerevan/154004
23/09/2025,23/09/2025,Երևան,Կենտրոն,1146360,3000,110,0,10421.0,https://myrealty.am/hy/vardzov-komercion-taracq/Nalbandyan+St/Center/Yerevan/156759
07/10/2025,07/10/2025,Երևան,Կենտրոն,955300,2500,302,0,3163.0,https://myrealty.am/hy/vardzov-komercion-taracq/Arshakunyats+Ave/Center/Yerevan/156912
27/06/2024,30/09/2025,Երևան,Կենտրոն,3526968,9230,300,0,11756.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Amiryan+St/Center/Yerevan/151472
12/04/2025,05/11/2025,Երևան,Արաբկիր,1795964,4700,687,0,2614.0,https://myrealty.am/hy/vardzov-komercion-taracq/Barbyus+St/Arabkir/Yerevan/155229
21/06/2023,08/10/2025,Երևան,Կենտրոն,351550,919,95,0,3700.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Argishti+St/Center/Yerevan/136117
19/08/2025,06/11/2025,Երևան,Կենտրոն,4165108,10900,715,0,5825.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Mher+Mkrtchyan+St/Center/Yerevan/156329
09/07/2024,03/11/2025,Երևան,Կենտրոն,802452,2100,98,0,8188.0,https://myrealty.am/hy/vardzov-komercion-taracq/Tumanyan+St/Center/Yerevan/151708
19/07/2023,13/10/2025,Երևան,Կենտրոն,193353,506,28,0,6905.0,https://myrealty.am/hy/vardzov-komercion-taracq/Saryan+St/Center/Yerevan/137591
21/02/2024,18/09/2025,Երևան,Արաբկիր,500577,1309,150,0,3337.0,https://myrealty.am/hy/vardzov-komercion-taracq/V.Vagharshyan+St/Arabkir/Yerevan/145209
01/04/2025,14/11/2025,Երևան,Արաբկիր,955300,2500,242,0,3947.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Azatutyan+Ave/Arabkir/Yerevan/157615
21/07/2025,14/10/2025,Երևան,Աջափնյակ,351550,919,59,0,5958.0,https://myrealty.am/hy/vardzov-komercion-taracq/Hasratyan+st./Ajapnyak/Yerevan/155989
26/11/2022,27/09/2025,Երևան,Կենտրոն,5533098,14480,404,0,13695.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Amiryan+St/Center/Yerevan/127157
28/08/2025,27/10/2025,Երևան,Արաբկիր,603750,1580,78,0,7740.0,https://myrealty.am/hy/vardzov-komercion-taracq/Komitas+Ave/Arabkir/Yerevan/156504
10/01/2024,27/06/2024,Երևան,Արաբկիր,1418047,3710,197,0,7198.0,https://myrealty.am/hy/vardzov-komercion-taracq/N.+Zaryan+St/Arabkir/Yerevan/143496
14/08/2024,06/11/2025,Երևան,Կենտրոն,2216296,5800,225,0,9850.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Argishti+St/Center/Yerevan/152531
08/07/2025,06/11/2025,Երևան,Աջափնյակ,7642400,20000,3000,0,2547.0,https://myrealty.am/hy/vardzov-komercion-taracq/Gevorg+Chaush+St/Ajapnyak/Yerevan/155899
09/06/2022,11/09/2025,Երևան,Արաբկիր,450902,1180,86,0,5243.0,https://myrealty.am/hy/vardzov-komercion-taracq/A.+Khachatrian+St/Arabkir/Yerevan/122410
05/09/2025,05/09/2025,Երևան,Կենտրոն,687816,1800,76,0,9050.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Antarayin+St/Center/Yerevan/156599
05/08/2024,09/07/2025,Երևան,Կենտրոն,477650,1250,41,0,11650.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Teryan+St/Center/Yerevan/152353
01/12/2022,09/07/2025,Երևան,Կենտրոն,878876,2300,150,0,5859.0,https://myrealty.am/hy/vardzov-komercion-taracq/Heratsi+St/Center/Yerevan/127323
16/06/2022,09/09/2025,Երևան,Կենտրոն,1146360,3000,200,0,5731.0,https://myrealty.am/hy/vardzov-komercion-taracq/Teryan+St/Center/Yerevan/122615
15/01/2025,09/07/2025,Երևան,Կենտրոն,1337420,3500,260,0,5143.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Kilikia+district/Center/Yerevan/154356
06/06/2025,09/07/2025,Երևան,Կենտրոն,298054,780,38,0,7843.0,https://myrealty.am/hy/vardzov-komercion-taracq/Tigran+Mets+Ave/Center/Yerevan/155587
04/05/2025,12/07/2025,Երևան,Քանաքեռ Զեյթուն,955300,2500,158,0,6046.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/K.+Ulnetsi+St/Kanaqer-Zeytun/Yerevan/155361
15/02/2024,09/07/2025,Երևան,Արաբկիր,1413844,3700,240,0,5891.0,https://myrealty.am/hy/vardzov-komercion-taracq/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/144943
02/11/2022,09/07/2025,Երևան,Արաբկիր,290411,759,36,0,8066.0,https://myrealty.am/hy/vardzov-komercion-taracq/Komitas+Ave/Arabkir/Yerevan/126332
25/11/2024,09/07/2025,Երևան,Կենտրոն,290411,759,90,0,3226.0,https://myrealty.am/hy/vardzov-komercion-taracq/Kajaznuni+St/Center/Yerevan/153884
05/07/2025,09/09/2025,Երևան,Քանաքեռ Զեյթուն,687816,1800,400,0,1719.0,https://myrealty.am/hy/vardzov-komercion-taracq/K.+Ulnetsi+St/Kanaqer-Zeytun/Yerevan/155892
03/06/2024,09/07/2025,Երևան,Կենտրոն,1161645,3040,83,0,13995.0,https://myrealty.am/hy/vardzov-komercion-taracq/Nalbandyan+St/Center/Yerevan/150339
26/04/2024,09/07/2025,Երևան,Արաբկիր,798631,2090,165,0,4840.0,https://myrealty.am/hy/vardzov-komercion-taracq/Komitas+Ave/Arabkir/Yerevan/148385
12/09/2023,25/08/2025,Երևան,Կենտրոն,353461,925,52,0,6797.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/140295
20/04/2023,09/07/2025,Երևան,Արաբկիր,1547586,4050,400,0,3868.0,https://myrealty.am/hy/vardzov-komercion-taracq/Azatutyan+Ave/Arabkir/Yerevan/132741
16/06/2025,13/08/2025,Երևան,Կենտրոն,687816,1800,152,0,4525.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Antarayin+St/Center/Yerevan/155678
01/03/2024,09/07/2025,Երևան,Կենտրոն,393584,1030,90,0,4373.0,https://myrealty.am/hy/vardzov-komercion-taracq/Arshakunyats+Ave/Center/Yerevan/145566
05/08/2024,09/07/2025,Երևան,Կենտրոն,573180,1500,54,0,10614.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Amiryan+St/Center/Yerevan/152349
10/06/2022,09/07/2025,Երևան,Կենտրոն,1260996,3300,110,0,11463.0,https://myrealty.am/hy/vardzov-komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/122438
22/11/2024,09/07/2025,Երևան,Կենտրոն,278948,730,48,0,5811.0,https://myrealty.am/hy/vardzov-komercion-taracq/Khanjyan+St/Center/Yerevan/153870
14/08/2025,14/08/2025,Երևան,Կենտրոն,764240,2000,95,0,8044.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/156227
26/03/2024,09/07/2025,Երևան,Կենտրոն,1528480,4000,180,0,8491.0,https://myrealty.am/hy/vardzov-komercion-taracq/Tumanyan+St/Center/Yerevan/146956
30/11/2023,09/07/2025,Երևան,Կենտրոն,477650,1250,70,0,6823.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Buzand+St/Center/Yerevan/142686
14/05/2024,09/07/2025,Երևան,Կենտրոն,680174,1780,48,0,14170.0,https://myrealty.am/hy/vardzov-komercion-taracq/Koryun+St/Center/Yerevan/149411
25/05/2023,10/07/2025,Երևան,Կենտրոն,198702,519,33,0,6021.0,https://myrealty.am/hy/vardzov-komercion-taracq/Abovyan+St/Center/Yerevan/134690
31/07/2023,09/07/2025,Երևան,Կենտրոն,1486447,3890,250,0,5945.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Tsitsernakaberd+Highway/Center/Yerevan/138176
15/04/2023,15/07/2025,Երևան,Մալաթիա Սեբաստիա,1910600,5000,900,0,2122.0,https://myrealty.am/hy/vardzov-komercion-taracq/A.+Babajanyan+St/Malatia-Sebastia/Yerevan/132532
30/01/2023,09/07/2025,Երևան,Կենտրոն,840664,2200,241,0,3488.0,https://myrealty.am/hy/vardzov-komercion-taracq/G.Lusavorich+St/Center/Yerevan/128645
12/12/2024,09/07/2025,Երևան,Կենտրոն,363014,950,30,0,12100.0,https://myrealty.am/hy/vardzov-komercion-taracq/Teryan+St/Center/Yerevan/154010
13/08/2025,28/08/2025,Երևան,Արաբկիր,496756,1300,50,0,9935.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Gyulbenkyan+St/Arabkir/Yerevan/156198
16/08/2022,09/07/2025,Երևան,Մալաթիա Սեբաստիա,2521992,6600,1180,0,2137.0,https://myrealty.am/hy/vardzov-komercion-taracq/Sebastia+str/Malatia-Sebastia/Yerevan/124721
16/11/2022,09/07/2025,Երևան,Արաբկիր,1274370,3334,250,0,5097.0,https://myrealty.am/hy/vardzov-komercion-taracq/Hr.Kochar+St/Arabkir/Yerevan/126707
26/05/2023,09/07/2025,Երևան,Կենտրոն,4203320,11000,420,0,10007.0,https://myrealty.am/hy/vardzov-komercion-taracq/Sayat-Nova+Ave/Center/Yerevan/134816
26/08/2025,26/08/2025,Երևան,Կենտրոն,403137,1055,40,0,10078.0,https://myrealty.am/hy/vardzov-komercion-taracq/Amiryan+St/Center/Yerevan/156437
16/12/2023,09/07/2025,Երևան,Կենտրոն,2865900,7500,850,0,3371.0,https://myrealty.am/hy/vardzov-komercion-taracq/Kilikia+district/Center/Yerevan/143118
02/03/2024,15/06/2025,Երևան,Կենտրոն,3821200,10000,206,0,18549.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Vazgen+Sargsyan+St/Center/Yerevan/145687
29/04/2024,15/06/2025,Երևան,Կենտրոն,2713052,7100,165,0,16442.0,https://myrealty.am/hy/vardzov-komercion-taracq/Amiryan+St/Center/Yerevan/148575
16/02/2023,09/07/2025,Երևան,Քանաքեռ Զեյթուն,611392,1600,120,0,5094.0,https://myrealty.am/hy/vardzov-komercion-taracq/K.+Ulnetsi+St/Kanaqer-Zeytun/Yerevan/129331
12/07/2024,31/05/2025,Երևան,Արաբկիր,1337420,3500,300,0,4458.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Riga+St/Arabkir/Yerevan/151785
12/07/2024,31/05/2025,Երևան,Կենտրոն,611392,1600,40,0,15284.0,https://myrealty.am/hy/vardzov-komercion-taracq/Aram+St/Center/Yerevan/151782
08/02/2024,31/05/2025,Երևան,Կենտրոն,3439080,9000,220,0,15632.0,https://myrealty.am/hy/vardzov-komercion-taracq/Hanrapetutyan+St/Center/Yerevan/149855
31/10/2023,09/07/2025,Երևան,Կենտրոն,2197190,5750,223,0,9852.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Tsitsernakaberd+Highway/Center/Yerevan/142000
04/05/2024,15/06/2025,Երևան,Կենտրոն,878876,2300,95,0,9251.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Saryan+St/Center/Yerevan/148837
10/04/2024,31/05/2025,Երևան,Կենտրոն,2178084,5700,163,0,13362.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/147650
26/07/2022,04/07/2025,Երևան,Կենտրոն,496756,1300,113,0,4396.0,https://myrealty.am/hy/vardzov-komercion-taracq/A.Manukyan+St/Center/Yerevan/124250
14/12/2023,09/07/2025,Երևան,Արաբկիր,273980,716,56,0,4892.0,https://myrealty.am/hy/vardzov-komercion-taracq/Tbilisian+hightway+%28Arabkir%29/Arabkir/Yerevan/143049
29/03/2024,31/05/2025,Երևան,Կենտրոն,1050830,2750,174,0,6039.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Buzand+St/Center/Yerevan/147119
26/12/2024,15/06/2025,Երևան,Նոր Նորք,2674840,7000,150,0,17832.0,https://myrealty.am/hy/vardzov-komercion-taracq/Gayi+Ave/Nor-Nork/Yerevan/154130
04/05/2024,15/06/2025,Երևան,Կենտրոն,2292720,6000,265,0,8651.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Teryan+St/Center/Yerevan/148861
10/04/2024,09/07/2025,Երևան,Ավան,244557,640,52,0,4703.0,https://myrealty.am/hy/vardzov-komercion-taracq/Hovhannisyan+distrct/Avan/Yerevan/147637
08/04/2025,12/06/2025,Երևան,Կենտրոն,2292720,6000,110,0,20842.0,https://myrealty.am/hy/vardzov-komercion-taracq/Mashtots+Ave/Center/Yerevan/155188
24/06/2024,31/05/2025,Երևան,Կենտրոն,2292720,6000,249,0,9207.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/D.+Demirchyan+St/Center/Yerevan/151360
10/06/2024,31/05/2025,Երևան,Կենտրոն,12227840,32000,790,0,15478.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Aram+St/Center/Yerevan/150770
10/09/2023,31/05/2025,Երևան,Կենտրոն,324802,850,63,0,5155.0,https://myrealty.am/hy/vardzov-komercion-taracq/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/140168
17/03/2023,09/07/2025,Երևան,Քանաքեռ Զեյթուն,6407770,16768,1090,0,5878.0,https://myrealty.am/hy/vardzov-komercion-taracq/Azatutyan+avenue/Kanaqer-Zeytun/Yerevan/131038
24/07/2023,31/05/2025,Երևան,Արաբկիր,5349680,14000,540,0,9906.0,https://myrealty.am/hy/vardzov-komercion-taracq-norakaruycum/Hr.Kochar+St/Arabkir/Yerevan/137823
