Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Հղում
14/05/2025,,Երևան,Արաբկիր,132519216,346800,243,0,545346.0,https://www.senyak.am/ofisayin-taratsq-arabkirum-243qm--qkyw
05/09/2024,26/01/2025,Կոտայք,Գեղադիր գյուղ,126099600,330000,1800,0,70055.0,https://www.senyak.am/spasarkman-taratsq-1800qm--qdlt
11/02/2025,,Երևան,Աջափնյակ,286590000,750000,180,0,1592166.0,https://www.senyak.am/shenq-shinutyun-shinararnerum-180qm--q38z
22/04/2025,12/05/2025,Երևան,Նոր Նորք,76041880,199000,78,0,974895.0,https://www.senyak.am/ofisayin-taratsq-1-in-masivum-78qm--qshn
25/01/2025,27/02/2025,Երևան,Մալաթիա Սեբաստիա,231182600,605000,944,0,244896.0,https://www.senyak.am/komercion-taratsq-bangladeshum-944qm--qunu
21/04/2025,14/06/2025,Երևան,Կենտրոն,152848000,400000,51,0,2997019.0,https://www.senyak.am/arevtri-taratsq-kentronum-51qm--qscq
22/04/2025,,Երևան,Նոր Նորք,27512640,72000,120,0,229272.0,https://www.senyak.am/arevtri-taratsq-nor-norqum-120qm--qshs
21/04/2025,12/05/2025,Երևան,Դավթաշեն,42033200,110000,40,0,1050830.0,https://www.senyak.am/ofisayin-taratsq-davtashenum-40qm--qsy6
20/03/2024,21/03/2025,Երևան,Կենտրոն,106993600,280000,63,0,1698311.0,https://www.senyak.am/spasarkman-taratsq-kentronum-63qm--nky
17/04/2025,,Երևան,Ավան,10164392,26600,15,0,677626.0,https://www.senyak.am/arevtri-taratsq-avanum-15qm--qswi
17/04/2025,,Երևան,Կենտրոն,53496800,140000,100,0,534968.0,https://www.senyak.am/ofisayin-taratsq-kentronum-100qm--qsw4
09/04/2025,,Երևան,Նոր Նորք,28659000,75000,45,0,636866.0,https://www.senyak.am/arevtri-taratsq-4-rd-masivum-45qm--qa8i
26/11/2024,07/05/2025,Երևան,Մալաթիա Սեբաստիա,248378000,650000,1300,0,191060.0,https://www.senyak.am/shenq-shinutyun-leningradyanum-1300qm--qo6b
03/02/2025,,Երևան,Արաբկիր,67635240,177000,62,0,1090890.0,https://www.senyak.am/ofisayin-taratsq-arabkirum-62qm--qbub
03/04/2025,15/04/2025,Երևան,Շենգավիթ,16431160,43000,80,0,205389.0,https://www.senyak.am/ofisayin-taratsq-charbaxum-80qm--qpsa
22/04/2025,,Երևան,Կենտրոն,145205600,380000,60,0,2420093.0,https://www.senyak.am/ofisayin-taratsq-kentronum-60qm--qsou
19/05/2025,,Երևան,Կենտրոն,76424000,200000,150,0,509493.0,https://www.senyak.am/ofisayin-taratsq-kentronum-150qm--qkv5
19/05/2025,,Երևան,Կենտրոն,87887600,230000,77,0,1141397.0,https://www.senyak.am/artadramas-kentronum-77qm--qks2
21/04/2025,12/05/2025,Երևան,Քանաքեռ Զեյթուն,55407400,145000,75,0,738765.0,https://www.senyak.am/ofisayin-taratsq-zeytunum-75qm--qsf0
05/09/2024,26/01/2025,Կոտայք,Գեղադիր գյուղ,305696000,800000,2500,0,122278.0,https://www.senyak.am/norakaruyc-spasarkman-taratsq-25000qm--qdtq
17/04/2025,,Երևան,Կենտրոն,27283368,71400,13,0,2098720.0,https://www.senyak.am/ofisayin-taratsq-kentronum-13qm--qsqb
09/04/2025,,Երևան,Նոր Նորք,18341760,48000,25,0,733670.0,https://www.senyak.am/ofisayin-taratsq-4-rd-masivum-25qm--qa84
09/04/2025,,Երևան,Շենգավիթ,11463600,30000,33,0,347381.0,https://www.senyak.am/ofisayin-taratsq-3-rd-masum-33qm--qaiz
22/04/2025,,Երևան,Նոր Նորք,45090160,118000,90,0,501001.0,https://www.senyak.am/arevtri-taratsq-8-rd-masivum-90qm--qsow
03/04/2025,07/04/2025,Երևան,Արաբկիր,25602040,67000,31,0,825872.0,https://www.senyak.am/ofisayin-taratsq-arabkirum-31qm--qpv6
09/04/2025,14/04/2025,Երևան,Շենգավիթ,37447760,98000,40,0,936194.0,https://www.senyak.am/arevtri-taratsq-3-rd-masum-40qm--qai9
18/04/2025,,Երևան,Կենտրոն,72602800,190000,130,0,558483.0,https://www.senyak.am/ofisayin-taratsq-kentronum-130qm--qsd7
17/04/2025,,Երևան,Ավան,51586200,135000,78,0,661361.0,https://www.senyak.am/ofisayin-taratsq-avanum-78qm--qswk
02/04/2025,15/04/2025,Երևան,Աջափնյակ,19297060,50500,58,0,332707.0,https://www.senyak.am/ofisayin-taratsq-halabyanum-58qm--qprs
22/04/2025,,Երևան,Նոր Նորք,106993600,280000,144,0,743011.0,https://www.senyak.am/arevtri-taratsq-2-rd-masivum-144qm--qsha
03/04/2025,07/04/2025,Երևան,Շենգավիթ,9553000,25000,22,0,434227.0,https://www.senyak.am/ofisayin-taratsq-hayreniqum-22qm--qpvd
02/04/2025,,Երևան,Մալաթիա Սեբաստիա,42033200,110000,60,0,700553.0,https://www.senyak.am/arevtri-taratsq-bangladeshum-60qm--qppm
17/04/2025,,Երևան,Արաբկիր,5922860,15500,18,0,329047.0,https://www.senyak.am/ofisayin-taratsq-monumentum-18qm--qsql
17/04/2025,,Երևան,Կենտրոն,11272540,29500,5,0,2254508.0,https://www.senyak.am/arevtri-taratsq-kentronum-5qm--qsqa
09/04/2025,,Երևան,Շենգավիթ,49675600,130000,45,0,1103902.0,https://www.senyak.am/arevtri-taratsq-hayreniqum-45qm--qai5
08/05/2025,,Երևան,Արաբկիր,122278400,320000,73,0,1675046.0,https://www.senyak.am/arevtri-taratsq-arabkirum-73qm--qvlu
26/03/2025,14/04/2025,Երևան,Աջափնյակ,114636000,300000,71,0,1614591.0,https://www.senyak.am/ofisayin-taratsq-ajapnyakum-71qm--qp6d
22/04/2025,12/05/2025,Երևան,Կենտրոն,210166000,550000,111,0,1893387.0,https://www.senyak.am/ofisayin-taratsq-kentronum-111qm--qsoa
02/04/2025,,Երևան,Աջափնյակ,30569600,80000,85,0,359642.0,https://www.senyak.am/ofisayin-taratsq-15-kvartalum-85qm--qpru
17/04/2025,,Երևան,Աջափնյակ,57318000,150000,148,0,387283.0,https://www.senyak.am/arevtri-taratsq-ajapnyakum-148qm--qsqy
09/04/2025,,Երևան,Արաբկիր,11425388,29900,18,0,634743.0,https://www.senyak.am/arevtri-taratsq-komitasum-18qm--qaxt
15/05/2025,,Երևան,Արաբկիր,49675600,130000,50,0,993512.0,https://www.senyak.am/ofisayin-taratsq-komitasum-50qm--qkzq
15/05/2025,,Երևան,Մալաթիա Սեբաստիա,22927200,60000,20,0,1146360.0,https://www.senyak.am/ofisayin-taratsq-bangladeshum-20qm--qko3
02/04/2025,07/04/2025,Երևան,Մալաթիա Սեբաստիա,48911360,128000,50,0,978227.0,https://www.senyak.am/ofisayin-taratsq-bangladeshum-50qm--qpp4
02/04/2025,07/04/2025,Երևան,Աջափնյակ,18914940,49500,26,0,727497.0,https://www.senyak.am/spasarkman-taratsq-ajapnyakum-26qm--qpr0
04/02/2025,,Երևան,Արաբկիր,4585440,12000,21,0,218354.0,https://www.senyak.am/komercion-taratsq-arabkirum-21qm--qbaq
11/03/2025,,Երևան,Կենտրոն,164311600,430000,38,0,4323989.0,https://www.senyak.am/arevtri-taratsq-rasiayum-38qm--q02v
11/04/2025,,Երևան,Նոր Նորք,33244440,87000,65,0,511452.0,https://www.senyak.am/arevtri-taratsq-5-rd-masivum-65qm--qazk
02/04/2025,,Երևան,Մալաթիա Սեբաստիա,17195400,45000,24,0,716475.0,https://www.senyak.am/ofisayin-taratsq-bangladeshum-24qm--qppi
17/04/2025,,Երևան,Ավան,10317240,27000,20,0,515862.0,https://www.senyak.am/ofisayin-taratsq-avanum-20qm--qswh
09/04/2025,,Երևան,Շենգավիթ,24837800,65000,39,0,636866.0,https://www.senyak.am/artadramas-3-rd-masum-39qm--qaif
02/04/2025,08/04/2025,Երևան,Աջափնյակ,17577520,46000,23,0,764240.0,https://www.senyak.am/ofisayin-taratsq-ajapnyakum-23qm--qprb
11/04/2025,,Երևան,Նոր Նորք,26366280,69000,50,0,527325.0,https://www.senyak.am/artadramas-1-in-masivum-50qm--qaz5
17/04/2025,,Երևան,Կենտրոն,28659000,75000,38,0,754184.0,https://www.senyak.am/norakaruyc-ofisayin-taratsq-kentronum-38qm--qsqv
22/11/2024,14/05/2025,Կոտայք,Ծաղկաձոր,573180000,1500000,500,0,1146360.0,https://www.senyak.am/shenq-shinutyun-tsaxkadzorum-500qm--qh52
10/04/2025,,Երևան,Կենտրոն,496756000,1300000,285,0,1743003.0,https://www.senyak.am/arevtri-taratsq-kentronum-285qm--qayg
11/03/2025,,Երևան,Աջափնյակ,74513400,195000,130,0,573180.0,https://www.senyak.am/norakaruyc-arevtri-taratsq-ajapnyakum-130qm--q02f
09/04/2025,,Երևան,Շենգավիթ,24837800,65000,20,0,1241890.0,https://www.senyak.am/arevtri-taratsq-3-rd-masum-20qm--qaiu
18/09/2024,21/02/2025,Երևան,Դավթաշեն,պայմանական,negotiable,370,0,,https://www.senyak.am/arevtri-taratsq-davtashenum-370qm--q126
25/04/2025,,Երևան,Մալաթիա Սեբաստիա,57318000,150000,41,0,1398000.0,https://www.senyak.am/spasarkman-taratsq-bangladeshum-41qm--qssj
28/03/2024,14/02/2025,Երևան,Կենտրոն,198702400,520000,220,0,903192.0,https://www.senyak.am/spasarkman-taratsq-kentronum-220qm--7hf
03/02/2025,07/02/2025,Երևան,Աջափնյակ,49293480,129000,45,0,1095410.0,https://www.senyak.am/norakaruyc-arevtri-taratsq-15-kvartalum-45qm--qb5y
04/12/2024,09/02/2025,Երևան,Կենտրոն,60374960,158000,160,0,377343.0,https://www.senyak.am/ofisayin-taratsq-kentronum-160qm--qol4
25/10/2024,07/04/2025,Երևան,Արաբկիր,51586200,135000,80,0,644827.0,https://www.senyak.am/spasarkman-taratsq-arabkirum-80qm--qfq5
17/03/2025,,Երևան,Արաբկիր,78334600,205000,208,0,376608.0,https://www.senyak.am/komercion-taratsq-arabkirum-208qm--qr8l
06/03/2025,,Կոտայք,Աբովյան,120000,314,45,0,2666.0,https://www.senyak.am/arevtri-taratsq-abovyanum-45qm--q0ux
27/12/2024,24/01/2025,Երևան,Շենգավիթ,43943800,115000,142,0,309463.0,https://www.senyak.am/ofisayin-taratsq-3-rd-masum-142qm--qjqf
29/01/2025,,Երևան,Արաբկիր,36301400,95000,46,0,789160.0,https://www.senyak.am/spasarkman-taratsq-arabkirum-46qm--qb1d
17/04/2025,,Երևան,Ավան,11845720,31000,18,0,658095.0,https://www.senyak.am/ofisayin-taratsq-avanum-18qm--qsgl
26/11/2024,07/05/2025,Երևան,Շենգավիթ,1222784000,3200000,3700,0,330482.0,https://www.senyak.am/shenq-shinutyun-3-rd-masum-3700qm--qo6e
10/04/2025,22/04/2025,Երևան,Մալաթիա Սեբաստիա,229272000,600000,800,0,286590.0,https://www.senyak.am/arevtri-taratsq-malatia-sebastiayum-800qm--qaoq
26/11/2024,07/05/2025,Երևան,Նոր Նորք,458544000,1200000,900,0,509493.0,https://www.senyak.am/shenq-shinutyun-nor-norqum-900qm--qo6o
04/02/2025,,Կոտայք,Ծաղկաձոր,պայմանական,negotiable,14284,0,,https://www.senyak.am/komercion-taratsq-tsaxkadzorum-14284qm--qbr4
17/04/2025,,Երևան,Ավան,21016600,55000,44,0,477650.0,https://www.senyak.am/ofisayin-taratsq-avanum-44qm--qsw5
07/03/2025,01/04/2025,Երևան,Կենտրոն,248378000,650000,80,0,3104725.0,https://www.senyak.am/ofisayin-taratsq-kentronum-80qm--q032
13/09/2024,05/03/2025,Երևան,Նոր Նորք,84066400,220000,131,0,641728.0,https://www.senyak.am/ofisayin-taratsq-nor-norqum-131qm--q1u7
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,126999875,332356,156,0,814101.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157352
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,148999669,389928,186,0,801073.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157345
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,48999630,128231,70,0,699994.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157299
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,226999914,594053,281,0,807828.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157340
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,48979377,128177,69,0,709846.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157323
18/10/2025,16/11/2025,Երևան,Մալաթիա Սեբաստիա,133742000,350000,66,0,2026393.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Hovnatan+St/Malatia-Sebastia/Yerevan/157401
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,136999955,358525,170,0,805882.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157348
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,98999650,259080,142,0,697180.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157317
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,178925015,468242,223,0,802354.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157336
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,48979377,128177,56,0,874631.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157592
04/11/2025,16/11/2025,Երևան,Քանաքեռ Զեյթուն,242999661,635925,303,0,801979.0,https://myrealty.am/hy/komercion-taracq/Sevak+St/Kanaqer-Zeytun/Yerevan/157343
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,82965130,217117,118,0,703094.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157599
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,46980126,122946,64,0,734064.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157595
07/10/2025,07/10/2025,Երևան,Կենտրոն,133742000,350000,114,0,1173175.0,https://myrealty.am/hy/komercion-taracq/Charents+St/Center/Yerevan/156915
31/10/2025,11/11/2025,Երևան,Կենտրոն,4585440,12000,209,0,21939.0,https://myrealty.am/hy/vardzov-komercion-taracq/Saryan+St/Center/Yerevan/157535
04/03/2025,07/11/2025,Երևան,Արաբկիր,240735600,630000,200,0,1203678.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/157407
28/08/2024,06/11/2025,Երևան,Արաբկիր,185328200,485000,220,0,842400.0,https://myrealty.am/hy/komercion-taracq/Adonts+St/Arabkir/Yerevan/152699
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,47979751,125561,67,0,716115.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157313
06/03/2025,06/11/2025,Երևան,Արաբկիր,34390800,90000,55,0,625287.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/154904
28/01/2025,06/11/2025,Երևան,Արաբկիր,210166000,550000,93,0,2259849.0,https://myrealty.am/hy/komercion-taracq/Hr.Kochar+St/Arabkir/Yerevan/154529
12/05/2025,06/11/2025,Երևան,Աջափնյակ,267484000,700000,373,0,717115.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Hasratyan+st./Ajapnyak/Yerevan/155404
14/02/2024,06/11/2025,Երևան,Արաբկիր,137563200,360000,85,0,1618390.0,https://myrealty.am/hy/komercion-taracq/Kievyan+St/Arabkir/Yerevan/144884
23/12/2024,07/11/2025,Երևան,Կենտրոն,133742000,350000,61,0,2192491.0,https://myrealty.am/hy/komercion-taracq/Tumanyan+St/Center/Yerevan/157384
23/07/2025,07/11/2025,Երևան,Կենտրոն,286590000,750000,93,0,3081612.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Leo+St/Center/Yerevan/156006
15/01/2025,06/11/2025,Երևան,Արաբկիր,101261800,265000,65,0,1557873.0,https://myrealty.am/hy/komercion-taracq/Hr.Kochar+St/Arabkir/Yerevan/154342
12/11/2025,12/11/2025,Կոտայք,Գառնի,611392000,1600000,1,0,611392000.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Garni/Garni/Kotayk/157575
04/11/2025,14/11/2025,Երևան,Քանաքեռ Զեյթուն,87962878,230197,125,0,703703.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevak+St/Kanaqer-Zeytun/Yerevan/157315
15/02/2024,06/11/2025,Երևան,Արաբկիր,221629600,580000,180,0,1231275.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/144951
24/01/2025,06/11/2025,Երևան,Արաբկիր,128010200,335000,98,0,1306226.0,https://myrealty.am/hy/komercion-taracq/Kievyan+St/Arabkir/Yerevan/154492
29/05/2025,06/11/2025,Երևան,Կենտրոն,573180000,1500000,130,0,4409076.0,https://myrealty.am/hy/komercion-taracq/Pushkin+St/Center/Yerevan/155495
22/10/2025,22/10/2025,Կոտայք,Ծաղկաձոր,143295000,375000,270,0,530722.0,https://myrealty.am/hy/komercion-taracq/Tsaghkadzor/Tsaghkadzor/Kotayk/157037
09/12/2024,06/10/2025,Երևան,Դավթաշեն,179596400,470000,256,0,701548.0,https://myrealty.am/hy/komercion-taracq/Davtashen+6+St/Davtashen/Yerevan/153980
11/02/2025,29/08/2025,Երևան,Կենտրոն,191060000,500000,160,0,1194125.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Leo+St/Center/Yerevan/154654
17/01/2025,23/10/2025,Երևան,Կենտրոն,114253880,299000,100,0,1142538.0,https://myrealty.am/hy/komercion-taracq/Nalbandyan+St/Center/Yerevan/154392
28/10/2024,25/09/2025,Երևան,Կենտրոն,118457200,310000,73,0,1622701.0,https://myrealty.am/hy/komercion-taracq/Teryan+St/Center/Yerevan/153525
15/04/2023,09/07/2025,Երևան,Արաբկիր,114636000,300000,150,0,764240.0,https://myrealty.am/hy/komercion-taracq/Azatutyan+Ave/Arabkir/Yerevan/132524
05/04/2024,22/07/2025,Երևան,Շենգավիթ,80245200,210000,145,0,553415.0,https://myrealty.am/hy/komercion-taracq/Artashisyan+St/Shengavit/Yerevan/147458
11/04/2024,30/10/2025,Երևան,Կենտրոն,219719000,575000,125,0,1757752.0,https://myrealty.am/hy/komercion-taracq/Vardanants+St/Center/Yerevan/147724
18/10/2025,18/10/2025,Երևան,Արաբկիր,171954000,450000,280,0,614121.0,https://myrealty.am/hy/komercion-taracq/Azatutyan+Ave/Arabkir/Yerevan/157011
22/10/2025,22/10/2025,Երևան,Արաբկիր,55261430,144617,79,0,699511.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Sevqareci+Saqo+St/Arabkir/Yerevan/157051
24/09/2025,25/09/2025,Երևան,Մալաթիա Սեբաստիա,78334600,205000,81,0,967093.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/M%E2%80%A4+Melqonyan+str/Malatia-Sebastia/Yerevan/156768
24/09/2025,24/09/2025,Երևան,Արաբկիր,26748400,70000,42,0,636866.0,https://myrealty.am/hy/komercion-taracq/Tolbughin+St/Arabkir/Yerevan/156764
25/06/2022,01/08/2025,Երևան,Կենտրոն,210166000,550000,104,0,2020826.0,https://myrealty.am/hy/komercion-taracq/Vardanants+St/Center/Yerevan/123078
17/06/2022,09/07/2025,Երևան,Կենտրոն,152848000,400000,44,0,3473818.0,https://myrealty.am/hy/komercion-taracq/Amiryan+St/Center/Yerevan/122690
29/10/2025,29/10/2025,Երևան,Մալաթիա Սեբաստիա,133742000,350000,105,0,1273733.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Hovnatan+St/Malatia-Sebastia/Yerevan/157104
01/12/2023,09/07/2025,Երևան,Արաբկիր,150937400,395000,100,0,1509374.0,https://myrealty.am/hy/komercion-taracq/Kievyan+St/Arabkir/Yerevan/142697
11/02/2025,28/07/2025,Երևան,Կենտրոն,95530000,250000,39,0,2449487.0,https://myrealty.am/hy/komercion-taracq/Abovyan+St/Center/Yerevan/154657
21/01/2023,09/07/2025,Երևան,Կենտրոն,114636000,300000,80,0,1432950.0,https://myrealty.am/hy/komercion-taracq/Hanrapetutyan+St/Center/Yerevan/128441
22/08/2022,15/10/2025,Երևան,Արաբկիր,185328200,485000,191,0,970304.0,https://myrealty.am/hy/komercion-taracq/Komitas+Ave/Arabkir/Yerevan/124793
01/12/2022,09/07/2025,Երևան,Կենտրոն,236914400,620000,150,0,1579429.0,https://myrealty.am/hy/komercion-taracq/Heratsi+St/Center/Yerevan/127324
22/06/2022,09/07/2025,Երևան,Կենտրոն,57318000,150000,78,0,734846.0,https://myrealty.am/hy/komercion-taracq/Tigran+Mets+Ave/Center/Yerevan/122891
29/03/2024,09/07/2025,Երևան,Կենտրոն,128010200,335000,82,0,1561100.0,https://myrealty.am/hy/komercion-taracq/Ghazar+Parpetsi+St/Center/Yerevan/147137
13/01/2025,25/08/2025,Երևան,Կենտրոն,126099600,330000,43,0,2932548.0,https://myrealty.am/hy/komercion-taracq/Saryan+St/Center/Yerevan/154287
28/10/2025,28/10/2025,Երևան,Կենտրոն,103172400,270000,75,0,1375632.0,https://myrealty.am/hy/komercion-taracq/Antarayin+St/Center/Yerevan/157097
02/09/2024,22/09/2025,Երևան,Արաբկիր,351550400,920000,600,0,585917.0,https://myrealty.am/hy/komercion-taracq/Kievyan+St/Arabkir/Yerevan/152783
24/09/2025,25/09/2025,Երևան,Մալաթիա Սեբաստիա,59228600,155000,62,0,955300.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/M%E2%80%A4+Melqonyan+str/Malatia-Sebastia/Yerevan/156769
23/07/2025,23/07/2025,Երևան,Կենտրոն,160490400,420000,240,0,668710.0,https://myrealty.am/hy/komercion-taracq/E.+Qochar+St/Center/Yerevan/156000
18/11/2024,09/07/2025,Երևան,Կենտրոն,106993600,280000,120,0,891613.0,https://myrealty.am/hy/komercion-taracq/Pushkin+St/Center/Yerevan/153825
12/06/2025,12/06/2025,Երևան,Կենտրոն,372567000,975000,102,0,3652617.0,https://myrealty.am/hy/komercion-taracq/Teryan+St/Center/Yerevan/155611
21/09/2022,04/06/2025,Երևան,Կենտրոն,764240000,2000000,180,0,4245777.0,https://myrealty.am/hy/komercion-taracq/Mashtots+Ave/Center/Yerevan/128205
04/07/2025,04/07/2025,Երևան,Արաբկիր,897982000,2350000,1171,0,766850.0,https://myrealty.am/hy/komercion-taracq/Kievyan+2+alley/Arabkir/Yerevan/155875
24/06/2022,09/07/2025,Երևան,Կենտրոն,229272000,600000,226,0,1014477.0,https://myrealty.am/hy/komercion-taracq/Bayron+St/Center/Yerevan/123048
26/05/2023,09/07/2025,Երևան,Կենտրոն,59228600,155000,73,0,811350.0,https://myrealty.am/hy/komercion-taracq/Tigran+Mets+Ave/Center/Yerevan/134819
30/08/2022,09/07/2025,Երևան,Կենտրոն,160490400,420000,118,0,1360088.0,https://myrealty.am/hy/komercion-taracq/Vardanants+St/Center/Yerevan/124979
21/05/2024,26/06/2025,Երևան,Աջափնյակ,202523600,530000,560,0,361649.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Fuchik+St/Ajapnyak/Yerevan/149793
10/08/2023,09/07/2025,Երևան,Արաբկիր,215897800,565000,168,0,1285105.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/138623
04/10/2022,09/07/2025,Երևան,Կենտրոն,183417600,480000,241,0,761068.0,https://myrealty.am/hy/komercion-taracq/G.Lusavorich+St/Center/Yerevan/125703
03/06/2024,09/07/2025,Երևան,Կենտրոն,247747884,648350,83,0,2984914.0,https://myrealty.am/hy/komercion-taracq/Nalbandyan+St/Center/Yerevan/150338
20/05/2025,09/07/2025,Երևան,Կենտրոն,531146800,1390000,480,0,1106555.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/155434
17/06/2022,09/07/2025,Երևան,Արաբկիր,213605080,559000,185,0,1154622.0,https://myrealty.am/hy/komercion-taracq/V.Vagharshyan+St/Arabkir/Yerevan/122694
10/06/2022,09/07/2025,Երևան,Արաբկիր,313338400,820000,275,0,1139412.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/122447
27/09/2024,04/06/2025,Երևան,Նոր Նորք,573180000,1500000,2000,0,286590.0,https://myrealty.am/hy/komercion-taracq/Davit+Bek/Nor-Nork/Yerevan/153161
10/08/2023,09/07/2025,Երևան,Կենտրոն,363014000,950000,204,0,1779480.0,https://myrealty.am/hy/komercion-taracq/Koryun+St/Center/Yerevan/138602
16/08/2023,09/07/2025,Երևան,Արաբկիր,97440600,255000,70,0,1392008.0,https://myrealty.am/hy/komercion-taracq/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/138836
08/03/2025,25/06/2025,Երևան,Կենտրոն,122278400,320000,40,0,3056960.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Aram+St/Center/Yerevan/154927
03/12/2024,04/06/2025,Կոտայք,Գեղադիր,840664000,2200000,1000,0,840664.0,https://myrealty.am/hy/komercion-taracq/Village+of+Geghadir%09%09%09%09%09%09%09%09%09%09%09%09/Gexadir/Kotayk/153927
02/06/2025,02/06/2025,Կոտայք,Գառնի,611392000,1600000,700,0,873417.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Garni/Garni/Kotayk/155555
27/01/2023,09/07/2025,Երևան,Մալաթիա Սեբաստիա,382120000,1000000,514,0,743424.0,https://myrealty.am/hy/komercion-taracq/Z.Andranik+St/Malatia-Sebastia/Yerevan/128593
24/06/2022,09/07/2025,Երևան,Կենտրոն,152848000,400000,86,0,1777302.0,https://myrealty.am/hy/komercion-taracq/Nalbandyan+St/Center/Yerevan/123029
17/06/2022,09/07/2025,Երևան,Նոր Նորք,248378000,650000,826,0,300699.0,https://myrealty.am/hy/komercion-taracq/Bagrevand+district/Nor-Nork/Yerevan/122652
27/01/2024,04/06/2025,Երևան,Կենտրոն,515862000,1350000,458,0,1126336.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Teryan+St/Center/Yerevan/144110
20/06/2023,09/07/2025,Երևան,Կենտրոն,171954000,450000,140,0,1228242.0,https://myrealty.am/hy/komercion-taracq/Moskovyan+St/Center/Yerevan/136030
04/11/2022,09/07/2025,Երևան,Դավթաշեն,687816000,1800000,1200,0,573180.0,https://myrealty.am/hy/komercion-taracq/Davtashen+4+district/Davtashen/Yerevan/126397
26/12/2023,09/07/2025,Երևան,Կենտրոն,40122600,105000,47,0,853672.0,https://myrealty.am/hy/komercion-taracq-norakaruycum/Argishti+St/Center/Yerevan/143332
16/06/2022,09/07/2025,Երևան,Կենտրոն,317159600,830000,120,0,2642996.0,https://myrealty.am/hy/komercion-taracq/Nalbandyan+St/Center/Yerevan/122595
10/08/2023,09/07/2025,Երևան,Կենտրոն,133742000,350000,100,0,1337420.0,https://myrealty.am/hy/komercion-taracq/Hanrapetutyan+St/Center/Yerevan/138603
20/03/2025,04/06/2025,Կոտայք,Գառնի,458544000,1200000,830,0,552462.0,https://myrealty.am/hy/komercion-taracq/Garni/Garni/Kotayk/155033
