Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
2025-11-05,NA,Երևան,Ավան,49675600,130000,70,0,709651,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wdpd
2025-11-02,NA,Երևան,Կենտրոն,51586200,135000,440,0,117241,1,"=""5/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--wdcx
2025-10-09,2025-11-06,Երևան,Կենտրոն,51586200,135000,40,0,1289655,2,"=""4/7""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--we1i
2024-06-28,2025-11-06,Երևան,Շենգավիթ,27512640,72000,48,0,573180,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-3-rd-masum--qwlm
2025-10-10,2025-11-07,Երևան,Նոր Նորք,80245200,210000,160,0,501532,5,"=""4/4""",Բնակարան,https://www.senyak.am/5-senyakanoc-bnakarani-vacharq-1-in-masivum--wex5
2025-11-05,NA,Երևան,Մալաթիա Սեբաստիա,41268960,108000,57,0,724016,2,"=""7/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-leningradyanum--wdrr
2025-10-24,2025-11-05,Երևան,Քանաքեռ Զեյթուն,41268960,108000,67,0,615954,2,"=""9/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-qanaqer-zeytunum--w9uu
2024-08-05,2025-11-03,Երևան,Արաբկիր,51586200,135000,73,0,706660,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qert
2025-11-05,NA,Երևան,Ավան,48529240,127000,90,0,539213,3,"=""7/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wdri
2024-10-01,2025-11-08,Երևան,Կենտրոն,40886840,107000,41,0,997240,1,"=""7/11""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--qx2x
2025-08-20,2025-11-08,Երևան,Ավան,27894760,73000,68,0,410217,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wqs6
2025-06-25,2025-11-08,Երևան,Արաբկիր,34581860,90500,60,0,576364,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-komitasum--q2pi
2025-10-21,2025-11-06,Երևան,Շենգավիթ,24837800,65000,30,0,827926,1,"=""2/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-3-rd-masum--w910
2025-11-06,NA,Երևան,Արաբկիր,56553760,148000,92,0,614714,4,"=""5/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--wd7x
2024-07-08,2025-11-10,Երևան,Աջափնյակ,27000000,70658,45,0,600000,2,"=""5/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--qgv6
2025-09-30,2025-11-06,Երևան,Արաբկիր,57318000,150000,89,0,644022,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w6z0
2025-07-08,2025-11-07,Երևան,Էրեբունի,28085820,73500,50,0,561716,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-erebunium--qlzt
2024-10-25,2025-11-03,Երևան,Կենտրոն,56553760,148000,90,0,628375,3,"=""10/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qfq0
2025-06-25,2025-11-04,Երևան,Արաբկիր,74513400,195000,120,0,620945,4,"=""3/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--q2rs
2024-05-13,2025-11-08,Երևան,Արաբկիր,87887600,230000,127,0,692028,4,"=""7/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--tyj
2024-10-31,2025-11-13,Երևան,Նոր Նորք,26366280,69000,56,0,470826,2,"=""4/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-8-rd-masivum--qf03
2025-10-01,2025-11-06,Երևան,Արաբկիր,59228600,155000,89,0,665489,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w6m7
2025-10-08,2025-11-05,Երևան,Դավթաշեն,120367800,315000,150,0,802452,4,"=""3/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--weem
2025-10-08,2025-11-05,Երևան,Արաբկիր,87505480,229000,104,0,841398,4,"=""3/4""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wee5
2025-10-11,2025-11-07,Երևան,Շենգավիթ,35155040,92000,55,0,639182,2,"=""7/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-shengavitum--we8p
2025-09-15,2025-11-07,Երևան,Արաբկիր,59228600,155000,80,0,740357,2,"=""9/11""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wgig
2025-01-10,2025-11-06,Երևան,Արաբկիր,59228600,155000,60,0,987143,2,"=""10/13""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qjza
2025-10-23,2025-11-06,Երևան,Արաբկիր,52732560,138000,85,0,620383,4,"=""8/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--w9zc
2025-10-09,2025-11-06,Երևան,Կենտրոն,102408160,268000,92,0,1113132,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wexd
2024-04-30,2025-11-05,Երևան,Արաբկիր,135652600,355000,113,0,1200465,3,"=""10/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--lz3
2025-05-23,2025-11-08,Երևան,Դավթաշեն,30378540,79500,70,0,433979,2,"=""1/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-davtashenum--qndy
2025-07-08,2025-11-08,Երևան,Արաբկիր,35155040,92000,60,0,585917,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qlzv
2025-06-14,2025-11-07,Երևան,Քանաքեռ Զեյթուն,31333840,82000,81,0,386837,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--q72r
2025-08-15,2025-11-04,Երևան,Էրեբունի,43943800,115000,70,0,627768,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-erebunium--wqoh
2024-12-03,2025-10-29,Երևան,Կենտրոն,116546600,305000,115,0,1013448,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qovx
2025-03-18,2025-10-29,Երևան,Կենտրոն,141384400,370000,108,0,1309114,3,"=""8/13""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--qrz5
2024-10-23,2025-10-29,Երևան,Կենտրոն,158579800,415000,110,0,1441634,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--q8ni
2025-07-26,2025-11-07,Երևան,Շենգավիթ,32098080,84000,53,0,605624,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-shengavitum--qtav
2025-07-22,2025-11-03,Երևան,Արաբկիր,106993600,280000,95,0,1126248,3,"=""9/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qtoj
2025-11-04,NA,Երևան,Դավթաշեն,53496800,140000,69,0,775315,3,"=""11/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--wdbo
2025-04-28,2025-11-07,Երևան,Կենտրոն,57318000,150000,65,0,881815,2,"=""11/11""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--qv6c
2025-11-05,2025-11-08,Երևան,Կենտրոն,63049800,165000,63,0,1000790,2,"=""5/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wd54
2025-07-07,2025-11-08,Երևան,Կենտրոն,159726160,418000,90,0,1774735,2,"=""3/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--qlcw
2025-11-06,NA,Երևան,Ավան,34390800,90000,67,0,513295,2,"=""6/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--wdn9
2025-01-16,2025-11-05,Երևան,Նոր Նորք,9553000,25000,17,0,561941,1,"=""5/8""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-2-rd-masivum--quqi
2025-04-15,2025-11-04,Երևան,Մալաթիա Սեբաստիա,35155040,92000,73,0,481575,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--qanx
2025-04-15,2025-11-04,Երևան,Մալաթիա Սեբաստիա,36301400,95000,79,0,459511,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--qaks
2025-04-19,2025-11-04,Երևան,Մալաթիա Սեբաստիա,36301400,95000,87,0,417257,4,"=""4/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-malatia-sebastiayum--qs1p
2025-06-06,2025-11-04,Երևան,Մալաթիա Սեբաստիա,27130520,71000,54,0,502417,2,"=""1/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--q7i5
2025-08-01,2025-11-04,Երևան,Մալաթիա Սեբաստիա,34390800,90000,75,0,458544,3,"=""3/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--w4f9
2024-11-28,2025-11-04,Երևան,Մալաթիա Սեբաստիա,30569600,80000,74,0,413102,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--qoy5
2025-10-01,2025-11-06,Երևան,Արաբկիր,58464360,153000,86,0,679818,3,"=""2/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w6j4
2025-07-30,2025-11-05,Երևան,Էրեբունի,34887556,91300,65,0,536731,2,"=""9/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-areshum--w4gh
2025-11-04,NA,Երևան,Կենտրոն,56171640,147000,75,0,748955,3,"=""7/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wdu6
2025-05-09,2025-11-02,Երևան,Կենտրոն,191060000,500000,138,0,1384492,3,"=""9/13""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--qk4v
2025-10-13,2025-11-05,Երևան,Էրեբունի,36301400,95000,79,0,459511,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-erebunium--weok
2025-10-09,2025-11-06,Երևան,Կենտրոն,110814800,290000,70,0,1583068,2,"=""10/20""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wexe
2025-11-05,NA,Երևան,Արաբկիր,53496800,140000,83,0,644539,3,"=""6/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--wdr8
2025-11-05,NA,Երևան,Կենտրոն,71838560,188000,83,0,865524,3,"=""7/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wdr9
2025-11-05,NA,Երևան,Նոր Նորք,40122600,105000,76,0,527928,3,"=""4/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--wdr4
2024-06-20,2025-11-03,Երևան,Արաբկիր,49675600,130000,95,0,522901,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qw1x
2024-11-25,2025-11-08,Երևան,Մալաթիա Սեբաստիա,39358360,103000,83,0,474197,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-malatia-sebastiayum--qoqm
2024-06-27,2025-11-04,Երևան,Շենգավիթ,36683520,96000,61,0,601369,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-shengavitum--qwl1
2025-11-04,NA,Երևան,Էրեբունի,60374960,158000,91,0,663461,4,"=""9/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-kayaranum--wdb0
2025-11-01,2025-11-05,Երևան,Նոր Նորք,43943800,115000,117,0,375588,4,"=""4/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-nor-norqum--wdxm
2024-12-09,2025-11-04,Երևան,Արաբկիր,64960400,170000,76,0,854742,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qzfa
2025-08-15,2025-11-03,Երևան,Կենտրոն,220000000,575735,178,0,1235955,"5, Դուպլեքս","=""4/4""",Բնակարան,https://www.senyak.am/5-senyakanoc-bnakarani-vacharq-kentronum--wqo9
2025-09-23,2025-11-07,Երևան,Արաբկիր,36301400,95000,55,0,660025,2,"=""4/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wgle
2025-11-05,2025-11-08,Երևան,Կենտրոն,118457200,310000,75,0,1579429,3,"=""5/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wd5e
2025-06-17,2025-11-04,Երևան,Մալաթիա Սեբաստիա,32480200,85000,73,0,444934,3,"=""3/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--q26o
2025-06-14,2025-11-04,Երևան,Աջափնյակ,44325920,116000,65,0,681937,2,"=""12/15""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-ajapnyakum--q7l4
2025-07-02,2025-11-04,Երևան,Մալաթիա Սեբաստիա,21600000,56526,53,0,407547,2,"=""1/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--qlei
2024-11-27,2025-11-04,Երևան,Արաբկիր,45090160,118000,70,0,644145,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--qo84
2025-03-07,2025-11-01,Երևան,Նոր Նորք,20634480,54000,33,0,625287,1,"=""4/5""",Բնակարան,https://www.senyak.am/vardzov-1-senyakanoc-bnakaran-nor-norqum--q05a
2025-02-24,2025-11-06,Երևան,Արաբկիր,53496800,140000,90,0,594408,4,"=""10/10""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--q5hf
2025-11-04,NA,Երևան,Արաբկիր,38976240,102000,62,0,628649,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wdug
2025-09-30,2025-11-02,Երևան,Կենտրոն,49675600,130000,45,0,1103902,1,"=""2/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--w6ho
2025-08-19,2025-11-05,Երևան,Կենտրոն,53496800,140000,54,0,990681,2,"=""4/11""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wqrl
2025-11-05,NA,Երևան,Դավթաշեն,47000760,123000,64,0,734386,3,"=""2/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--wdrl
2025-08-30,2025-11-07,Երևան,Արաբկիր,69927960,183000,107,0,653532,3,"=""9/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wwhz
2025-08-26,2025-11-07,Երևան,Արաբկիր,42033200,110000,90,0,467035,4,"=""9/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--ww6n
2025-10-15,2025-11-04,Երևան,Արաբկիր,60757080,159000,74,0,821041,3,"=""3/8""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--we5f
2025-03-11,2025-11-01,Երևան,Աջափնյակ,66871000,175000,106,0,630858,4,"=""4/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-leningradyanum--q02t
2025-09-11,2025-11-06,Երևան,Նոր Նորք,36301400,95000,87,0,417257,3,"=""2/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-1-in-masivum--wgq5
2025-08-15,2025-11-04,Երևան,Արաբկիր,49675600,130000,93,0,534146,"3, Դուպլեքս","=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wqoo
2025-03-25,2025-10-29,Երևան,Կենտրոն,85977000,225000,80,0,1074712,3,"=""9/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qpg5
2024-07-25,2025-10-29,Երևան,Կենտրոն,63049800,165000,74,0,852024,2,"=""9/12""",Բնակարան,https://www.senyak.am/prodayu-2-komnatnuyu-kvartiru--qe4q
2025-11-04,NA,Երևան,Շենգավիթ,40122600,105000,80,0,501532,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-shengavitum--wdbm
2025-11-05,NA,Երևան,Կենտրոն,76424000,200000,70,0,1091771,2,"=""3/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wd57
2025-10-07,2025-11-03,Երևան,Արաբկիր,64960400,170000,89,0,729892,3,"=""9/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--weqc
2025-08-01,2025-11-04,Երևան,Արաբկիր,76424000,200000,103,0,741980,3,"=""2/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w48a
2025-10-06,2025-11-05,Երևան,Արաբկիր,52732560,138000,75,0,703100,4,"=""2/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--w6nc
2025-06-21,2025-11-06,Երևան,Կենտրոն,30951720,81000,25,0,1238068,1,"=""1/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--q2ca
2025-02-11,2025-11-02,Երևան,Շենգավիթ,43943800,115000,78,0,563382,3,"=""13/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--q3is
2025-07-14,2025-11-05,Երևան,Շենգավիթ,34390800,90000,41,0,838800,2,"=""10/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-3-rd-masum--qlaa
2024-10-14,2025-11-02,Երևան,Կենտրոն,59228600,155000,37,0,1600772,1,"=""3/4""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-kentronum--q84n
2025-10-31,NA,Երևան,Նոր Նորք,40886840,107000,62,0,659465,2,"=""6/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-1-in-masivum--wd9b
2025-11-06,NA,Երևան,Արաբկիր,47765000,125000,76,0,628486,4,"=""2/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-monumentum--wda8
2025-10-16,2025-11-05,Երևան,Էրեբունի,37065640,97000,48,0,772200,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-areshum--wept
2025-08-19,2025-11-05,Երևան,Նոր Նորք,24073560,63000,46,0,523338,2,"=""6/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-8-rd-masivum--wq0u
2025-02-04,2025-11-06,Երևան,Աջափնյակ,56171640,147000,70,0,802452,3,"=""12/21""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-ajapnyakum--qbpd
2025-08-26,2025-11-13,Երևան,Կենտրոն,42415320,111000,34,0,1247509,2,"=""6/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--ww6p
2025-10-31,2025-11-13,Երևան,Քանաքեռ Զեյթուն,52732560,138000,52,0,1014087,2,"=""12/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--wddk
2025-02-08,2025-11-07,Երևան,Կենտրոն,61139200,160000,84,0,727847,3,"=""8/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--q36m
2025-02-15,2025-11-02,Երևան,Մալաթիա Սեբաստիա,52350440,137000,56,0,934829,2,"=""4/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-leningradyanum--q33a
2025-11-03,NA,Երևան,Նոր Նորք,31715960,83000,66,0,480544,3,"=""2/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-4-rd-masivum--wdo3
2025-07-26,2025-11-01,Երևան,Կենտրոն,108904200,285000,72,0,1512558,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qtrt
2025-05-31,2025-11-04,Երևան,Կենտրոն,59228600,155000,70,0,846122,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qnkh
2025-11-04,NA,Երևան,Քանաքեռ Զեյթուն,49293480,129000,80,0,616168,3,"=""1/3""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--wdbj
2025-10-17,2025-11-05,Երևան,Կենտրոն,51586200,135000,89,0,579620,2,"=""10/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--weku
2025-08-15,2025-11-03,Երևան,Արաբկիր,72220680,189000,115,0,628005,3,"=""20/20""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wqh2
2025-10-27,2025-11-06,Երևան,Մալաթիա Սեբաստիա,23309320,61000,46,0,506724,1,"=""1/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-bangladeshum--w9ve
2025-10-29,2025-11-06,Երևան,Արաբկիր,40122600,105000,67,0,598844,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-komitasum--wd4d
2025-11-02,NA,Երևան,Քանաքեռ Զեյթուն,37447760,98000,46,0,814081,1,"=""2/6""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-monumentum--wdfq
2025-10-28,2025-11-06,Երևան,Արաբկիր,27321580,71500,34,0,803575,1,"=""5/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-arabkirum--w9l4
2025-10-23,2025-11-06,Երևան,Դավթաշեն,38594120,101000,80,0,482426,3,"=""7/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--w9os
2025-10-01,2025-11-06,Երևան,Ավան,28659000,75000,47,0,609765,3,"=""7/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-avanum--w6jw
2025-07-31,2025-11-03,Երևան,Արաբկիր,69545840,182000,80,0,869323,3,"=""8/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w4dm
2025-11-12,NA,Երևան,Քանաքեռ Զեյթուն,32480200,85000,68,0,477650,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--w1hb
2025-08-19,2025-11-08,Երևան,Կենտրոն,68399480,179000,70,0,977135,2,"=""2/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wqrr
2025-10-13,2025-11-01,Երևան,Մալաթիա Սեբաստիա,31333840,82000,59,0,531082,2,"=""2/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--weo0
2025-08-11,2025-11-03,Երևան,Շենգավիթ,63049800,165000,105,0,600474,"4, Դուպլեքս","=""2/6""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-hayreniqum--wq9f
2024-10-17,2025-10-29,Երևան,Քանաքեռ Զեյթուն,84066400,220000,115,0,731012,4,"=""8/10""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-raykomum--q889
2025-03-30,2025-10-27,Երևան,Արաբկիր,89798200,235000,75,0,1197309,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qpmz
2024-11-11,2025-10-27,Երևան,Կենտրոն,78334600,205000,88,0,890165,3,"=""11/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qceo
2025-10-13,2025-11-06,Երևան,Ավան,33244440,87000,60,0,554074,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--weoc
2025-07-07,2025-11-06,Երևան,Կենտրոն,146351960,383000,89,0,1644404,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qlc9
2025-08-18,2025-11-04,Երևան,Արաբկիր,87505480,229000,110,0,795504,4,"=""2/3""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--wq3q
2024-11-06,2025-10-31,Երևան,Արաբկիր,229272000,600000,190,0,1206694,4,"=""17/18""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qyua
2025-11-04,NA,Երևան,Արաբկիր,64960400,170000,65,0,999390,2,"=""12/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wdj3
2025-11-05,NA,Երևան,Նոր Նորք,29041120,76000,58,0,500708,2,"=""4/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-1-in-masivum--wdr7
2025-05-26,2025-11-01,Երևան,Նոր Նորք,34390800,90000,78,0,440907,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-8-rd-masivum--qnft
2025-02-19,2025-11-06,Երևան,Կենտրոն,47765000,125000,47,0,1016276,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--q5qf
2025-10-11,2025-11-04,Երևան,Կենտրոն,53496800,140000,105,0,509493,3,"=""10/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wefp
2025-11-04,NA,Երևան,Ավան,70692200,185000,93,0,760131,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-avanum--wdjw
2024-11-02,2025-11-12,Երևան,Նոր Նորք,30187480,79000,76,0,397203,3,"=""7/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--qy4q
2025-01-31,2025-11-01,Երևան,Արաբկիր,64960400,170000,76,0,854742,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qbhp
