Հրապարակվել է,Թարմացվել է,Մարզ,Համայնք,Գին (֏),Գին ($),Տան մակերես (մ²),Հողատարածքի մակերես (մ²),մ² գին (֏),Սենյակներ,Հարկ,Տեսակ,Հղում
20/10/2025,,Երևան,Նոր Նորք,44708040,117000,60,0,745134.0,2,"=""11/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-nor-norqum--w9qn
25/10/2025,,Երևան,Արաբկիր,52350440,137000,60,0,872507.0,3,"=""3/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--w956
15/09/2025,24/10/2025,Երևան,Ավան,44708040,117000,84,0,532238.0,3,"=""6/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--wgiz
02/12/2024,17/10/2025,Երևան,Քանաքեռ Զեյթուն,57318000,150000,55,0,1042145.0,2,"=""5/7""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--qopt
07/06/2024,25/10/2025,Երևան,Դավթաշեն,55407400,145000,75,0,738765.0,2,"=""8/11""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--qqep
20/08/2024,25/10/2025,Երևան,Դավթաշեն,70692200,185000,82,0,862100.0,3,"=""4/8""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--q9r7
19/10/2025,,Երևան,Արաբկիր,28620788,74900,42,0,681447.0,1,"=""6/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-monumentum--wete
12/08/2025,18/10/2025,Երևան,Արաբկիր,66871000,175000,87,0,768632.0,3,"=""8/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wqdl
18/06/2025,30/10/2025,Երևան,Արաբկիր,49293480,129000,80,0,616168.0,3,"=""6/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--q290
23/09/2025,24/10/2025,Երևան,Արաբկիր,36301400,95000,55,0,660025.0,2,"=""4/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--wg7e
18/08/2025,24/10/2025,Երևան,Շենգավիթ,30569600,80000,31,0,986116.0,1,"=""4/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-hayreniqum--wq30
19/10/2024,14/10/2025,Երևան,Կենտրոն,54643160,143000,70,0,780616.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--q8hl
30/07/2025,15/10/2025,Երևան,Արաբկիր,95147880,249000,112,0,849534.0,4,"=""3/12""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--w4w5
05/08/2025,18/10/2025,Երևան,Աջափնյակ,43561680,114000,80,0,544521.0,4,"=""16/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-ajapnyakum--w40b
22/09/2025,18/10/2025,Երևան,Քանաքեռ Զեյթուն,103172400,270000,107,0,964228.0,3,"=""7/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--wgvv
24/10/2025,,Երևան,Մալաթիա Սեբաստիա,32480200,85000,62,0,523874.0,2,"=""3/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--w9ji
07/10/2025,16/10/2025,Երևան,Կենտրոն,64578280,169000,55,0,1174150.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--weg8
31/05/2025,27/10/2025,Երևան,Քանաքեռ Զեյթուն,30569600,80000,42,0,727847.0,2,"=""9/10""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--qnv4
23/10/2025,,Երևան,Արաբկիր,70692200,185000,76,0,930160.0,3,"=""4/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--w9z2
18/10/2025,22/10/2025,Երևան,Կենտրոն,95530000,250000,61,0,1566065.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--we2g
23/10/2025,,Երևան,Աջափնյակ,31715960,83000,67,0,473372.0,3,"=""3/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-ajapnyakum--w9zk
28/05/2025,06/11/2025,Երևան,Արաբկիր,49675600,130000,85,0,584418.0,3,"=""5/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qnbr
22/10/2025,,Երևան,Կենտրոն,74513400,195000,54,0,1379877.0,2,"=""11/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--w9c4
22/10/2025,,Երևան,Կենտրոն,51586200,135000,78,0,661361.0,3,"=""16/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--w9yz
01/04/2025,08/10/2025,Երևան,Ավան,45854400,120000,115,0,398733.0,4,"=""7/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-avanum--qp0a
03/09/2024,08/10/2025,Երևան,Նոր Նորք,34008680,89000,78,0,436008.0,3,"=""2/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-5-rd-masivum--qdaa
19/06/2024,22/10/2025,Երևան,Դավթաշեն,72602800,190000,74,0,981118.0,3,"=""18/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--qwej
26/07/2024,22/10/2025,Երևան,Դավթաշեն,76424000,200000,74,0,1032756.0,3,"=""9/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--qewk
22/10/2025,,Երևան,Կենտրոն,40122600,105000,45,0,891613.0,2,"=""3/4""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--w9fw
13/10/2025,22/10/2025,Երևան,Ավան,31715960,83000,43,0,737580.0,2,"=""3/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-avanum--wemk
17/04/2025,21/10/2025,Երևան,Քանաքեռ Զեյթուն,42033200,110000,77,0,545885.0,3,"=""4/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--qsgq
24/10/2025,,Երևան,Արաբկիր,52350440,137000,60,0,872507.0,3,"=""3/18""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--w93d
31/01/2024,17/10/2025,Երևան,Արաբկիր,99351200,260000,85,0,1168837.0,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--s7s
04/06/2024,13/10/2025,Երևան,Արաբկիր,59228600,155000,129,0,459136.0,4,"=""13/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--q428
13/09/2025,27/10/2025,Երևան,Նոր Նորք,25219920,66000,66,0,382120.0,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-8-rd-masivum--wgey
07/08/2025,21/10/2025,Երևան,Նոր Նորք,43943800,115000,78,0,563382.0,3,"=""1/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-2-rd-masivum--w4sk
05/05/2025,20/10/2025,Երևան,Աջափնյակ,49675600,130000,67,0,741426.0,3,"=""7/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-ajapnyakum--qvpo
27/09/2024,20/10/2025,Երևան,Աջափնյակ,76424000,200000,110,0,694763.0,3,"=""7/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-shinararnerum--qx0g
17/09/2025,16/10/2025,Երևան,Աջափնյակ,25602040,67000,50,0,512040.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--wghs
17/10/2025,,Երևան,Նոր Նորք,135652600,355000,142,0,955300.0,4,"=""12/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-1-in-masivum--weni
14/10/2025,,Երևան,Կենտրոն,118457200,310000,132,0,897403.0,4,"=""4/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--weby
05/10/2025,25/10/2025,Երևան,Արաբկիր,47000760,123000,78,0,602573.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w6kv
17/10/2025,,Երևան,Նոր Նորք,40122600,105000,94,0,426836.0,4,"=""7/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-8-rd-masivum--wek6
17/10/2025,,Երևան,Նոր Նորք,47765000,125000,57,0,837982.0,3,"=""4/4""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-1-in-masivum--wevs
15/02/2025,18/10/2025,Երևան,Արաբկիր,68781600,180000,70,0,982594.0,3,"=""13/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--q3u0
30/04/2025,14/10/2025,Երևան,Մալաթիա Սեբաստիա,56935880,149000,100,0,569358.0,3,"=""15/17""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--qv1x
17/10/2025,,Երևան,Նոր Նորք,33244440,87000,75,0,443259.0,3,"=""4/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-nor-norqum--wevr
05/02/2025,19/10/2025,Երևան,Դավթաշեն,85977000,225000,67,0,1283238.0,2,"=""4/18""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--qbk5
17/10/2025,,Երևան,Արաբկիր,60757080,159000,67,0,906822.0,2,"=""10/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--wev5
21/05/2025,03/10/2025,Երևան,Շենգավիթ,64196160,168000,70,0,917088.0,4,"=""2/3""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-3-rd-masum--qn4k
18/07/2025,18/10/2025,Երևան,Մալաթիա Սեբաստիա,53496800,140000,86,0,622055.0,4,"=""6/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-bangladeshum--qteu
18/07/2025,18/10/2025,Երևան,Կենտրոն,198702400,520000,120,0,1655853.0,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-hyusisayin-poxotayum--qtem
05/08/2025,18/10/2025,Երևան,Արաբկիր,49675600,130000,80,0,620945.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w405
02/06/2025,24/10/2025,Երևան,Արաբկիր,40122600,105000,56,0,716475.0,2,"=""13/19""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qntv
05/08/2025,17/10/2025,Երևան,Քանաքեռ Զեյթուն,77952480,204000,160,0,487203.0,"4, Դուպլեքս","=""5/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--w453
24/07/2025,22/10/2025,Երևան,Արաբկիր,101261800,265000,113,0,896122.0,3,"=""6/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qtjs
21/10/2025,,Երևան,Ավան,32480200,85000,58,0,560003.0,2,"=""11/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-avanum--w9x3
12/06/2025,23/10/2025,Երևան,Քանաքեռ Զեյթուն,38212000,100000,70,0,545885.0,2,"=""8/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-zeytunum--q7pe
29/03/2024,22/10/2025,Երևան,Դավթաշեն,63049800,165000,74,0,852024.0,3,"=""12/12""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--7z0
07/07/2025,20/10/2025,Երևան,Քանաքեռ Զեյթուն,64578280,169000,83,0,778051.0,4,"=""2/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-qanaqer-zeytunum--qly7
14/05/2025,22/10/2025,Երևան,Քանաքեռ Զեյթուն,78334600,205000,110,0,712132.0,3,"=""12/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--qkcb
21/10/2025,,Երևան,Կենտրոն,51586200,135000,78,0,661361.0,3,"=""16/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--w9ds
03/10/2025,21/10/2025,Երևան,Աջափնյակ,35537160,93000,70,0,507673.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-15-kvartalum--w6p6
25/04/2025,21/10/2025,Երևան,Աջափնյակ,49675600,130000,58,0,856475.0,2,"=""4/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-shinararnerum--qsnk
20/10/2025,,Երևան,Արաբկիր,31333840,82000,43,0,728693.0,2,"=""9/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-arabkirum--w9w1
07/04/2025,21/10/2025,Երևան,Քանաքեռ Զեյթուն,59228600,155000,123,0,481533.0,4,"=""2/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-zeytunum--qae5
15/02/2025,21/10/2025,Երևան,Քանաքեռ Զեյթուն,68017360,178000,68,0,1000255.0,2,"=""18/19""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-raykomum--q3up
13/10/2025,,Երևան,Արաբկիր,87887600,230000,124,0,708770.0,4,"=""7/8""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--wem0
23/01/2025,11/10/2025,Երևան,Կենտրոն,102408160,268000,87,0,1177105.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--qu5c
29/05/2024,13/10/2025,Երևան,Կենտրոն,164311600,430000,116,0,1416479.0,3,"=""3/10""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--q4mq
05/10/2025,19/10/2025,Երևան,Կենտրոն,47765000,125000,30,0,1592166.0,2,"=""1/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--w6kb
07/04/2025,17/10/2025,Երևան,Արաբկիր,66871000,175000,118,0,566703.0,4,"=""5/6""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--qaeu
07/11/2025,,Երևան,Մալաթիա Սեբաստիա,42033200,110000,58,0,724710.0,2,"=""7/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-malatia-sebastiayum--w142
26/12/2024,13/10/2025,Երևան,Արաբկիր,63049800,165000,60,0,1050830.0,2,"=""8/13""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qmn3
20/11/2024,20/10/2025,Երևան,Մալաթիա Սեբաստիա,25219920,66000,47,0,536594.0,1,"=""1/9""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-bangladeshum--qhfs
17/10/2025,,Երևան,Կենտրոն,42033200,110000,60,0,700553.0,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--wen5
14/10/2025,,Երևան,Արաբկիր,87887600,230000,124,0,708770.0,4,"=""7/8""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--webt
06/06/2025,23/10/2025,Երևան,Արաբկիր,68781600,180000,100,0,687816.0,3,"=""8/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--q7ig
14/10/2025,,Երևան,Շենգավիթ,24073560,63000,30,0,802452.0,1,"=""1/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-3-rd-masum--webf
03/05/2025,08/10/2025,Երևան,Աջափնյակ,28700000,75107,64,0,448437.0,2,"=""5/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--qvbe
16/10/2025,,Երևան,Կենտրոն,706922,1850,120,0,5891.0,4,"=""14/16""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--weav
02/10/2025,27/10/2025,Երևան,Ավան,29041120,76000,73,0,397823.0,3,"=""6/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-avanum--w6u3
11/10/2025,27/10/2025,Երևան,Նոր Նորք,31333840,82000,78,0,401715.0,3,"=""2/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-8-rd-masivum--we8k
24/09/2025,20/10/2025,Երևան,Մալաթիա Սեբաստիա,51586200,135000,80,0,644827.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-bangladeshum--wgtx
24/09/2025,20/10/2025,Երևան,Կենտրոն,191060000,500000,70,0,2729428.0,3,"=""6/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-kentronum--wgtw
06/10/2025,27/10/2025,Երևան,Աջափնյակ,31333840,82000,76,0,412287.0,3,"=""16/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-ajapnyakum--w67p
21/01/2025,19/10/2025,Երևան,Շենգավիթ,42797440,112000,55,0,778135.0,3,"=""8/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-3-rd-masum--quc2
27/08/2025,19/10/2025,Երևան,Քանաքեռ Զեյթուն,42033200,110000,110,0,382120.0,5,"=""1/5""",Բնակարան,https://www.senyak.am/5-senyakanoc-bnakarani-vacharq-zeytunum--wwd6
14/10/2025,18/10/2025,Երևան,Արաբկիր,75659760,198000,70,0,1080853.0,3,"=""12/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--weu5
14/05/2025,18/10/2025,Երևան,Արաբկիր,47956060,125500,80,0,599450.0,4,"=""8/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-komitasum--qkfn
18/03/2025,15/10/2025,Երևան,Արաբկիր,59228600,155000,96,0,616964.0,4,"=""2/5""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--qrz7
05/08/2025,17/10/2025,Երևան,Կենտրոն,95530000,250000,105,0,909809.0,3,"=""5/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-kentronum--w40g
21/07/2025,24/10/2025,Երևան,Արաբկիր,33626560,88000,63,0,533754.0,2,"=""3/12""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-monumentum--qty4
22/10/2025,,Երևան,Դավթաշեն,40122600,105000,69,0,581486.0,3,"=""2/14""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--w9c8
18/04/2025,23/10/2025,Երևան,Քանաքեռ Զեյթուն,87887600,230000,98,0,896812.0,3,"=""11/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--qs9n
04/10/2025,08/11/2025,Սյունիք,Капан,14902680,39000,60,0,248378.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq--w6p2
03/08/2025,07/10/2025,Երևան,Արաբկիր,43943800,115000,75,0,585917.0,3,"=""1/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--w4mu
28/07/2025,10/10/2025,Երևան,Քանաքեռ Զեյթուն,36301400,95000,56,0,648239.0,3,"=""9/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-zeytunum--qt7n
30/05/2025,22/10/2025,Երևան,Մալաթիա Սեբաստիա,30569600,80000,65,0,470301.0,2,"=""11/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-bangladeshum--qnpn
02/02/2024,22/10/2025,Երևան,Դավթաշեն,114636000,300000,111,0,1032756.0,4,"=""6/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--vwv
08/08/2024,22/10/2025,Երևան,Դավթաշեն,87887600,230000,116,0,757651.0,4,"=""3/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--qe2c
07/06/2024,22/10/2025,Երևան,Դավթաշեն,59228600,155000,64,0,925446.0,3,"=""7/13""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-davtashenum--qqea
29/09/2025,13/10/2025,Երևան,Կենտրոն,59228600,155000,48,0,1233929.0,2,"=""4/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--w68f
21/10/2025,,Երևան,Նոր Նորք,36301400,95000,87,0,417257.0,4,"=""2/12""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-1-in-masivum--w919
22/05/2025,22/10/2025,Երևան,Դավթաշեն,55407400,145000,75,0,738765.0,4,"=""1/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-davtashenum--qnwf
13/08/2024,20/10/2025,Երևան,Նոր Նորք,35537160,93000,78,0,455604.0,3,"=""5/9""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-2-rd-masivum--q9ds
25/07/2025,14/10/2025,Երևան,Արաբկիր,55407400,145000,61,0,908318.0,2,"=""6/11""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qtbl
03/07/2025,25/10/2025,Երևան,Շենգավիթ,20252360,53000,35,0,578638.0,1,"=""2/4""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-charbaxum--ql9l
09/10/2024,13/10/2025,Երևան,Արաբկիր,305696000,800000,200,0,1528480.0,5,"=""7/17""",Բնակարան,https://www.senyak.am/5-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qi54
03/02/2025,21/10/2025,Երևան,Քանաքեռ Զեյթուն,57318000,150000,98,0,584877.0,3,"=""4/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--qb3u
09/04/2024,17/10/2025,Երևան,Արաբկիր,171954000,450000,170,0,1011494.0,5,"=""8/9""",Բնակարան,https://www.senyak.am/5-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--2gl
18/06/2025,06/10/2025,Երևան,Արաբկիր,277037000,725000,186,0,1489446.0,4,"=""17/19""",Բնակարան,https://www.senyak.am/4-senyakanoc-norakaruyc-bnakarani-vacharq-komitasum--q2d0
24/09/2025,14/10/2025,Երևան,Նոր Նորք,37447760,98000,68,0,550702.0,2,"=""3/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-5-rd-masivum--wgte
13/10/2025,20/10/2025,Երևան,Կենտրոն,51586200,135000,88,0,586206.0,2,"=""10/16""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--wezp
07/08/2025,21/10/2025,Երևան,Էրեբունի,70692200,185000,80,0,883652.0,3,"=""3/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-areshum--w4vg
31/08/2025,16/10/2025,Երևան,Նոր Նորք,29423240,77000,56,0,525415.0,2,"=""1/5""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-ajapnyakum--wwo0
06/10/2025,13/10/2025,Երևան,Էրեբունի,49675600,130000,97,0,512119.0,4,"=""3/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-areshum--w6nl
30/08/2025,13/10/2025,Երևան,Էրեբունի,24264620,63500,40,0,606615.0,1,"=""3/5""",Բնակարան,https://www.senyak.am/1-senyakanoc-bnakarani-vacharq-areshum--wwhm
26/09/2025,20/10/2025,Երևան,Քանաքեռ Զեյթուն,76424000,200000,98,0,779836.0,3,"=""8/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-qanaqer-zeytunum--w6e1
01/04/2025,15/10/2025,Երևան,Արաբկիր,45472280,119000,74,0,614490.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qp5v
17/12/2024,15/10/2025,Երևան,Արաբկիր,47765000,125000,83,0,575481.0,3,"=""6/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--qm9p
01/02/2024,15/10/2025,Երևան,Արաբկիր,76424000,200000,105,0,727847.0,4,"=""12/14""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-arabkirum--stg
15/10/2025,,Երևան,Կենտրոն,93619400,245000,60,0,1560323.0,2,"=""3/6""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-kentronum--we0u
15/10/2025,,Երևան,Արաբկիր,72220680,189000,60,0,1203678.0,2,"=""14/14""",Բնակարան,https://www.senyak.am/2-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--we0z
22/10/2024,14/10/2025,Երևան,Կենտրոն,47000760,123000,46,0,1021755.0,2,"=""7/9""",Բնակարան,https://www.senyak.am/2-senyakanoc-bnakarani-vacharq-rasiayum--q8r4
03/07/2025,23/10/2025,Երևան,Արաբկիր,68781600,180000,100,0,687816.0,3,"=""8/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qldy
18/08/2025,24/10/2025,Երևան,Նոր Նորք,38212000,100000,76,0,502789.0,4,"=""4/9""",Բնակարան,https://www.senyak.am/4-senyakanoc-bnakarani-vacharq-nor-norqum--wqbn
10/06/2025,16/10/2025,Երևան,Դավթաշեն,59228600,155000,100,0,592286.0,3,"=""8/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-davtashenum--q7m3
19/04/2024,18/10/2025,Երևան,Արաբկիր,68781600,180000,83,0,828693.0,3,"=""8/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--2ae
29/01/2025,18/10/2025,Երևան,Արաբկիր,70692200,185000,83,0,851713.0,3,"=""10/11""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-arabkirum--qb9m
21/03/2025,18/10/2025,Երևան,Քանաքեռ Զեյթուն,70310080,184000,95,0,740106.0,3,"=""5/15""",Բնակարան,https://www.senyak.am/3-senyakanoc-norakaruyc-bnakarani-vacharq-zeytunum--qrap
17/10/2025,,Երևան,Նոր Նորք,41651080,109000,112,0,371884.0,3,"=""3/5""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-2-rd-masivum--wevx
07/02/2024,07/10/2025,Երևան,Արաբկիր,55407400,145000,88,0,629629.0,2,"=""3/16""",Բնակարան,https://www.senyak.am/3-senyakanoc-bnakarani-vacharq-arabkirum--vyk
